outcode,avg_asking_price,avg_asking_price_1bed,avg_asking_price_2beds,avg_asking_price_3beds,avg_asking_price_4beds,avg_asking_price_5beds,days_on_market,Sales per month,Sale/List Ratio
IP15,715317,368500,403846,585208,830000,1645000,234 days,7.69,35
IP16,335180,138500,173902,345966,440833,667500,155 days,14.9,57.14
IP17,422691,178750,187502,372654,603099,978667,162 days,42.22,23.68
IP18,668846,340000,486037,512358,968870,1252857,147 days,22.65,36.04
IP19,882672,118125,265936,374558,576356,3080455,146 days,33.7,50.61
IP2,236826,100813,150429,264506,437042,494167,166 days,36.51,56.93
IP20,324547,242497,171727,332278,483179,800000,182 days,23.24,42.55
IP21,447277,148333,244189,372601,613710,1037692,190 days,26.05,35.15
IP22,441944,160988,261771,381386,569266,700400,159 days,63.58,33.53
IP23,427315,25000,208667,324947,555312,690454,166 days,27.11,39.33
IP24,300207,132500,198380,265806,402674,535000,93 days,54.52,92.31
IP25,365650,86875,225666,293932,469099,616471,136 days,59.56,42.96
IP26,490122,85000,216538,309800,491346,614286,128 days,19.22,63.41
IP27,294617,166000,208921,274870,373869,563325,118 days,32.54,85.16
IP28,378947,180416,227660,321754,468675,708920,151 days,56.23,51.59
IP29,783507,-,690000,430206,587526,1437692,122 days,15.98,63.08
IP3,283323,117791,189489,294681,429239,496923,139 days,59.57,55.43
IP30,466541,142998,271267,387244,572450,797500,123 days,37.32,56.86
IP31,537959,172500,254750,392114,585051,756358,140 days,35.14,66.46
IP32,323595,165000,216111,305904,475999,800000,156 days,18.08,98.94
IP33,334372,185841,262628,372384,549896,763333,214 days,26.36,76.06
IP4,304827,152814,204432,324136,464938,622308,166 days,51.51,65.96
IP5,389158,160000,262762,332568,465488,612857,118 days,33.56,79.55
IP6,396946,165714,232243,346205,539044,771783,148 days,60.81,40.67
IP7,504874,207500,251842,378104,570186,1220294,137 days,55.62,41.34
IP8,440236,150000,230764,367866,494049,864439,125 days,42.48,28.81
IP9,489831,105000,256324,401065,540441,835875,118 days,30.25,53.78
KT1,660251,329120,574901,805713,1092248,1479667,166 days,36.14,39.5
KT10,1292289,268314,506365,833694,1425974,2429571,156 days,36.54,68.95
KT11,1453159,247917,510633,945521,1288332,2113170,140 days,35.79,52.1
KT12,809120,263559,393232,662466,1131723,2501905,188 days,69.73,43.94
KT13,1327951,310302,524996,869344,1271969,2356023,190 days,63.47,30.35
KT14,577996,180115,397838,632886,882306,1314091,185 days,22.54,72.66
KT15,480002,197656,298189,566811,726110,1018746,169 days,45.27,68.24
KT16,598326,219628,351163,645338,807928,1349500,197 days,45.38,43.96
KT17,654473,274658,394120,687809,926112,1127909,123 days,48.05,69.54
KT18,626008,313578,430294,557035,893039,1347727,150 days,34.2,57.31
KT19,515299,260747,366372,607574,786795,954444,129 days,56.51,61.73
KT2,1165042,329228,523459,927824,1302499,2204355,175 days,46.63,51.84
KT20,966383,247392,403775,706414,900961,1621667,165 days,50.73,51.97
KT21,753243,314673,422850,744921,1040000,1569625,152 days,22.11,70.54
KT22,946558,234195,353692,628684,981184,1936409,172 days,58.95,46.45
KT23,907233,-,416442,681322,1074280,1290616,113 days,25.75,78.35
KT24,1139534,402800,619528,823310,1378667,1880000,164 days,20.85,43.86
KT3,798501,310759,490761,731004,989749,1430146,144 days,61.46,51.53
KT4,629556,251100,417363,612598,846643,1217500,153 days,33.53,90.64
KT5,634998,315602,471653,697247,963802,975000,111 days,34.32,67.72
KT6,591436,321967,494990,667155,1080407,1393833,134 days,68.73,55.37
KT7,811724,281064,539622,838423,1428321,1700000,127 days,21.5,60.44
KT8,648284,312211,485100,641829,938516,1362500,132 days,47.27,69.23
KT9,454841,189375,330368,559235,673750,708750,129 days,20.7,110.11
L1,193525,160572,226589,365513,829374,-,336 days,70.89,14.99
L10,205559,90000,168750,188474,286697,320000,121 days,13.39,114.81
L11,145264,85000,83496,158783,218749,-,115 days,15.65,80
L12,309339,62475,180091,269153,370682,774369,140 days,35.36,68.48
L13,139825,69939,103830,142221,192500,236667,130 days,33.46,84.83
L14,193816,-,130150,181790,241429,573300,134 days,19.03,100
L15,235009,102500,122369,227418,353236,556333,157 days,27.71,88.28
L16,377071,137500,150000,311308,486000,375000,137 days,10.73,138.78
L17,297009,110065,208981,288059,621389,452857,172 days,26.16,81.33
L18,448879,121173,356148,381562,554583,777219,199 days,29.55,61.22
L19,281110,81800,165573,261313,507184,560000,240 days,12.88,107.77
L2,144297,126904,190967,314200,482500,-,395 days,20.96,13.41
L20,120405,48053,77718,134698,128000,120000,180 days,20,83.33
L21,173029,99975,100452,170309,261995,240000,209 days,14.78,70.87
L22,250471,116800,185763,260750,291923,412700,190 days,19.74,81.6
L23,394973,115000,206328,305638,505829,620000,142 days,70.35,42.94
L24,266172,60000,185300,230675,460000,375000,116 days,16.55,67.19
L25,405577,109805,207191,304395,522632,969545,128 days,50.62,67.59
L26,332533,30000,182308,292468,380815,544570,155 days,22.26,58.26
L27,178746,-,136667,168125,-,389950,130 days,2.77,158.33
L28,102455,-,93400,110000,-,-,217 days,1.52,100
L3,204897,151489,224879,388947,481000,550000,341 days,62.82,21.99
L30,190274,-,77500,181988,273500,-,165 days,10.91,93.33
L31,320433,154145,220659,261978,427304,615999,120 days,67.5,53.7
L32,194228,27000,116735,207087,256742,300000,147 days,8.16,177.5
L33,169110,20667,66600,195485,276563,-,252 days,5.24,111.36
L34,325061,87500,119624,264138,469614,646650,166 days,22.23,64.23
L35,314552,-,134516,239799,445884,760124,176 days,25.4,75.17
L36,236642,84106,132912,213795,372075,488750,138 days,36.09,65.66
L37,534051,160136,244608,360038,529193,1234286,168 days,36.25,67
L38,416456,-,-,334163,498750,-,174 days,4.14,54.17
L39,492013,130318,228374,302330,570104,1018225,186 days,50,49.03
L4,126389,106850,91362,129159,157395,216250,145 days,36.62,71.19
L40,429761,-,219364,347929,527930,868421,155 days,50.52,45.59
L5,146677,128746,195858,115588,239636,200000,198 days,30.91,21.08
L6,157571,144645,161554,136926,223878,207889,206 days,37.72,43.63
L7,201532,75150,300474,168913,192500,283744,358 days,7.71,60.87
L8,203311,165718,200771,234750,374295,448333,305 days,35.11,22.97
L9,165887,83749,98760,161508,219958,206667,152 days,23.88,97.52
LA1,232678,112537,160547,227761,359740,352663,162 days,81.48,47.73
LA10,298087,190000,141736,367153,513125,-,196 days,8.27,50
LA11,371144,126434,251092,374156,552885,628750,157 days,34.2,48.6
LA12,420140,188125,210310,333209,554186,702876,184 days,49.57,34.54
LA13,293096,89995,162752,257325,380658,460000,126 days,35.71,78.67
LA14,189707,55661,112804,202660,337562,315333,139 days,49.42,93.89
LA15,216897,77475,149176,227602,293564,567500,161 days,10.99,86.44
LA16,296030,-,201250,207750,337727,561000,178 days,5.56,60.61
LA17,292206,-,251786,310000,320000,385000,260 days,1.96,47.06
LA18,253265,59950,129681,220641,390663,506667,313 days,9.2,35.42
LA19,510839,-,109000,326250,566667,825000,226 days,3.72,7.14
LA2,443377,128383,176007,347676,516312,713051,159 days,59.81,41.96
LA21,779091,170000,207500,493125,925000,-,216 days,3.06,22.73
LA22,590207,306250,467498,632750,765200,1700000,167 days,15.09,33.33
LA23,473778,165791,255483,382025,899587,1349389,247 days,34.62,18.25
LA3,213176,98621,147626,237060,292561,317595,159 days,70.94,37.77
LA4,210594,88460,160805,219420,319974,326948,165 days,62.91,42.2
LA5,360847,191804,237179,301823,481769,736421,135 days,42.44,56.02
LA6,391608,166000,154554,393087,661142,862143,174 days,48.79,29.33
LA7,410935,195000,158397,363993,904909,661429,146 days,12.53,42.62
LA8,506118,375000,210867,446365,707794,828053,165 days,28.18,27.74
LA9,338896,158678,234803,307494,515713,699748,127 days,70.63,47.83
LD1,294612,50056,143286,262225,412253,579750,196 days,23.57,43.51
LD2,330743,110000,148792,255498,535598,764999,204 days,12.06,26.83
LD3,512913,182714,277935,357320,504534,760667,223 days,25.43,51.85
LD6,319568,89950,191829,299266,434895,510000,228 days,5.92,24.44
LD7,332890,-,182541,284461,404519,377500,174 days,8.97,55.77
LD8,441966,-,190541,415313,657500,725000,190 days,6.95,52.27
LE1,166421,111787,146421,271429,-,240000,292 days,21.06,23.41
LE10,347596,108702,206743,296519,469819,754427,123 days,134.63,56.52
LE11,287069,78554,186451,264917,385430,481419,140 days,69.43,58.33
LE12,403990,165314,224898,309539,495208,716455,121 days,161.16,56.31
LE13,308427,162165,218493,273401,380344,551791,130 days,65.54,44.72
LE14,601995,169000,257356,388297,624234,876778,153 days,51.76,39.77
LE15,596217,172630,243188,427935,642751,1047905,133 days,90.45,47.38
LE16,448928,167105,270861,379586,573456,734155,144 days,92.29,47.18
LE17,485426,202488,250934,367051,557893,723762,135 days,46.22,55.29
LE18,287047,122778,222857,285491,378779,471875,143 days,46.36,64.25
LE19,345795,173686,235396,326562,428265,574999,127 days,44.41,42.55
LE2,322704,119858,210150,293895,467504,589151,166 days,140.6,51.54
LE3,269712,105764,188469,263337,357149,427236,147 days,119.59,62.12
LE4,292751,141556,227774,300600,373719,455333,131 days,94.81,70.53
LE5,315720,111154,212366,293258,392197,505820,156 days,69.23,58.89
LE6,470597,-,242304,291859,440714,551667,145 days,13.45,98.46
LE65,372440,137143,213197,296207,492730,589081,140 days,33.86,48.73
LE67,363485,81990,214148,290702,414110,814330,122 days,131.07,69.61
LE7,471262,160673,245071,358512,542293,928520,133 days,112.11,63.18
LE8,418115,146500,234978,341827,521707,678968,124 days,83.47,49.28
LE9,376682,132750,214195,300216,472589,703609,124 days,134.76,52.06
LL11,277031,97322,188619,246875,337762,469158,146 days,58.36,54.23
LL12,384246,86250,215824,272175,459593,730591,155 days,49.16,57.09
LL13,336042,111667,206261,268545,420168,648333,180 days,29,78.16
LL14,249360,108333,159996,223583,348269,388333,160 days,39,53.37
LL15,362792,-,231885,304013,407930,633333,173 days,21.5,31.45
LL16,349160,133999,205661,281189,477486,556000,168 days,26.25,43.54
LL17,372430,-,207451,323215,421253,523491,204 days,13.38,23.08
LL18,223230,83482,136665,215476,356519,455905,164 days,69.88,58.9
LL19,260947,102111,189526,237323,413719,504875,189 days,38.25,48.55
LL20,342067,100000,212684,275822,366205,575905,176 days,14.49,52.94
LL21,330298,125970,192100,304218,493995,714890,254 days,8.74,45.95
LL22,309852,86238,171921,262432,479764,580357,191 days,36.13,47.39
LL23,337903,180000,148150,271607,505444,699875,231 days,6.36,30.61
LL24,340344,118970,254177,364334,486238,395000,294 days,6.22,18.03
LL26,347548,167500,180131,298525,476059,782000,251 days,9.44,36.71
LL28,328643,136704,226995,296995,508576,750643,194 days,36.65,40.08
LL29,275116,73722,151213,272644,361822,399943,204 days,34.85,56.54
LL30,340387,112150,196487,362482,514013,541047,203 days,46.55,42.22
LL31,339705,155725,252848,323403,468923,755000,210 days,24,32.14
LL32,333650,225000,206364,321635,564513,513000,227 days,24.98,22.22
LL33,342850,-,209611,256907,598571,500625,158 days,9.68,35.29
LL34,282973,129950,223217,280282,372494,435000,288 days,4.79,52.17
LL35,434558,92250,246472,381395,644214,549167,289 days,6.64,28.12
LL36,259278,182500,149491,302685,339089,246000,357 days,7.06,45.24
LL38,192818,300000,141000,160556,317500,459000,286 days,2.31,59.09
LL40,339512,128500,187721,308492,393329,361999,266 days,8.91,39.24
LL41,213485,90598,118635,192706,366889,507222,281 days,13.35,28
LL42,342147,128625,207618,256138,385374,577571,225 days,8.4,23.81
LL43,218791,-,125867,169713,-,-,235 days,2.81,13.64
LL44,303623,-,206333,267898,520000,-,293 days,1.64,25
LL46,441771,134625,193874,310779,600768,1425000,179 days,8.21,34.69
LL48,333920,95000,113625,390833,438375,450000,145 days,5.17,76
LL49,261851,141250,164368,237672,396663,590000,258 days,9.88,40
LL52,378583,-,214807,346859,524997,465707,202 days,11.29,18.42
LL53,401553,135833,245604,356341,531401,757115,250 days,48.72,27.34
LL54,292271,191667,176858,277374,438700,539800,197 days,20.86,29.2
LL55,266146,111429,167293,257820,420913,428161,228 days,33.42,23.23
LL56,381864,112000,205714,312090,540000,-,172 days,7.85,26.67
LL57,275537,85707,158811,245375,336628,380661,256 days,19.92,43.53
LL58,469060,202500,301776,428910,493177,773000,233 days,8.76,30.88
LL59,345732,128113,276867,363706,415711,380750,225 days,10.93,19.51
LL60,356869,-,187438,280869,506429,1017500,244 days,3.32,22.22
LL61,307072,-,208464,298722,402945,490000,213 days,13.1,26.88
LL64,523440,150000,330000,414445,536429,923333,321 days,2.43,23.08
LL65,411315,145000,200417,303568,603439,542496,209 days,33.44,23.18
LL67,285636,110000,189772,311350,450000,422500,213 days,4.93,5.71
LL68,362369,160000,242800,290713,529997,555000,261 days,12.53,12.84
LL71,432306,-,197498,295000,428564,1095000,261 days,2.99,19.23
LL74,403824,205667,301724,387936,455195,639833,173 days,12.83,24.32
LL77,322286,60000,211207,263887,395525,618750,173 days,10.75,24.19
LN1,321988,134633,181735,290204,392885,604110,188 days,75.64,30.8
LN10,434250,191429,252542,345429,559307,699875,215 days,18.98,62.5
LN11,347923,162475,177366,276887,428711,564732,198 days,92.12,24.34
LN12,241895,123172,196613,259498,321409,433317,228 days,45.13,37.9
LN13,293625,99950,190463,267332,388518,612400,244 days,23.48,16.75
LN2,389903,108694,198902,270929,414338,541039,205 days,70.83,42.98
LN3,328410,-,190764,273611,441186,550000,190 days,23.21,34.01
LN4,272849,167500,152201,229595,420761,564667,220 days,85.91,33.81
LN5,277151,81125,165991,244629,358955,541833,212 days,48.25,47.8
LN6,290938,109250,190742,251216,359828,484202,188 days,93.35,49.4
LN7,319200,250000,159977,269546,414669,480583,242 days,14.38,18.1
LN8,367439,68317,212815,290101,439703,686804,211 days,50.76,31.09
LN9,378625,100000,210514,287418,593981,577495,195 days,20.15,60.31
LS1,280991,161275,277586,486862,-,-,268 days,14.44,19.38
LS10,233431,130250,212963,244397,352512,415833,190 days,33.32,59.24
LS11,192427,141229,190535,204064,204999,100000,195 days,22.46,89.04
LS12,231794,134848,197531,259218,345177,329983,121 days,53.06,86.92
LS13,228839,120987,176343,222600,303350,506279,82 days,57.44,98.09
LS14,472857,130000,192748,272558,509750,1154219,119 days,44.12,84
LS15,345528,85500,222781,302597,441708,684444,142 days,62.54,55.41
LS16,442277,89190,267128,337739,552912,756878,124 days,60.48,81.6
LS17,570276,111422,271582,459428,633119,1070353,195 days,45.38,71.53
LS18,380159,131997,242521,339753,633840,955000,130 days,35.08,79.61
LS19,354762,140750,214284,299929,494277,1120000,96 days,41.88,84.33
LS2,190169,138160,215165,426667,-,-,273 days,9.45,40.7
LS20,423482,131667,204429,414938,517159,646650,98 days,28.78,54.26
LS21,485254,163000,276954,383664,546558,1169500,129 days,22.56,127.84
LS22,618483,191778,318875,454428,634630,1075660,162 days,28.52,66.88
LS23,555711,149995,283524,426667,574026,903000,203 days,12.41,63.1
LS24,544828,115000,218970,353659,530589,868895,172 days,19.53,58.93
LS25,382983,118000,211923,292351,457957,661881,113 days,76.46,82.99
LS26,339551,119750,213421,286826,425688,807723,127 days,50.08,83.96
LS27,265610,98059,179734,265168,388490,668324,121 days,54.55,94.09
LS28,315430,143744,224018,288793,461355,609368,126 days,54.76,93.48
LS29,515083,207250,306355,476010,632891,951561,166 days,73.92,47.43
LS3,184302,170678,240999,203333,-,-,132 days,7.5,15.15
LS4,229562,140000,185350,247861,276238,326650,115 days,11.74,91.11
LS5,246931,125699,207485,259086,318872,597475,246 days,5.24,65.12
LS6,377951,161438,248797,337197,369961,506818,144 days,31.25,83.33
LS7,276391,139932,224726,321039,456632,600000,143 days,23.5,73.21
LS8,394195,118000,204161,320110,490862,827139,159 days,28.11,129.53
LS9,183352,143604,191396,201620,252155,415250,233 days,36.05,54.64
LU1,270137,160740,233994,353966,516515,757136,289 days,44.43,38.79
LU2,367352,169380,243705,385065,513439,788621,186 days,73.55,64.47
LU3,359090,151274,240539,344640,487884,608423,168 days,56.96,79
LU4,371035,169474,273261,348645,438889,606786,188 days,42.45,53.76
LU5,388195,120000,273166,378406,518180,678333,132 days,77.5,75.07
LU6,536394,154495,271901,417272,663743,1092571,162 days,58.33,78.73
LU7,483034,166453,274361,419880,611996,970544,130 days,115.85,92.83
M1,283859,209123,328756,389941,753750,-,236 days,72.58,21.02
M11,204473,125772,156532,236806,330000,550000,145 days,12.83,75.81
M12,215670,109950,178311,236824,333317,290000,222 days,5.81,48.84
M13,326569,126495,221286,282468,294995,380975,310 days,5.23,62.96
M14,292834,143208,196030,261321,406154,547143,168 days,20,91.07
M15,305855,268257,296924,491078,418333,-,179 days,68.88,23.6
M16,328193,156177,273376,378403,519324,669286,196 days,53.57,30
M18,215135,100000,147830,229643,293990,303000,104 days,15.87,118.18
M19,332118,110000,210318,305833,416796,477500,135 days,33.78,86.84
M2,278972,191996,373195,-,-,-,520 days,1.44,32
M20,452638,178790,280324,448531,689999,844997,131 days,52.21,109.65
M21,518582,162250,253333,491071,619524,891500,123 days,29.76,86.89
M22,269648,118750,214335,293115,374992,338333,122 days,44.02,76.54
M23,303522,98750,189398,295097,481929,650000,105 days,37.71,89.39
M24,291812,76600,174459,257760,406648,615905,126 days,51.19,105.58
M25,387087,125375,244962,324356,545878,625550,118 days,38.39,81.46
M26,263938,103658,152500,258945,381312,497500,148 days,27.36,122.22
M27,296774,125000,176700,276908,394868,705707,118 days,42.2,125.9
M28,413501,185000,245825,322330,521351,775432,143 days,65.66,75.4
M29,318595,175000,218514,260474,428904,677488,113 days,29.73,105.36
M3,289450,196815,322649,504603,1775000,-,236 days,92.42,20.77
M30,355851,141154,189848,280864,460474,819000,139 days,30,126.62
M31,284108,135500,182222,271352,376663,-,98 days,12.24,72.5
M32,376080,130399,228314,358098,604167,619600,151 days,21.26,92.52
M33,456824,146124,322158,423926,660159,822308,115 days,69.91,110.07
M34,269542,90000,210442,264511,385469,361875,112 days,67.77,84.19
M35,313761,142250,219329,285049,420911,497989,155 days,22.26,87.83
M38,200177,-,162083,185870,293887,-,104 days,13.85,104.17
M4,277733,196970,278211,502980,570000,-,256 days,67.97,26.72
M40,256358,166538,215517,238120,416291,270000,172 days,22.85,94.66
M41,387465,148708,280904,370122,520776,906412,170 days,52.06,67.46
M43,245930,104983,203863,243180,349300,515000,81 days,38.52,91.35
M44,269361,140000,206955,260200,362999,450000,160 days,22.31,74.79
M45,503214,-,214950,364830,586665,840667,155 days,22.65,80.34
M46,254199,123000,145173,244010,328282,705714,107 days,28.6,91.18
M5,231773,172253,255949,332065,288111,335000,335 days,51.58,21.35
M50,245182,189103,272000,347459,485000,625000,258 days,44.42,17.54
M6,248006,142483,228972,289161,333895,512500,175 days,29.31,87.72
M7,382654,112333,211266,377115,528250,731154,229 days,17.55,50.75
M8,247191,80000,146347,266708,315000,-,164 days,11.34,83.87
M9,239359,80000,143125,243191,350314,417500,135 days,24.67,104.5
ME1,377047,168344,259073,363911,578244,680556,135 days,59.56,64.55
ME10,325625,146688,233806,314562,446410,524000,140 days,78.86,75.27
ME11,225000,171667,232000,228750,325000,-,178 days,3.2,84.21
ME12,314877,99906,171717,301962,468557,525500,172 days,75.17,43.16
ME13,470339,159497,311162,406358,636334,799500,144 days,71.25,42.98
ME14,440715,143243,259889,420125,612324,855536,137 days,72.26,56.06
ME15,438909,218500,257341,403532,587654,822292,127 days,93.78,53.4
ME16,359871,139158,228069,377285,532990,697380,114 days,75.53,63.76
ME17,593418,333570,317537,442824,668379,1048510,138 days,77.83,44.69
ME18,586207,167500,306134,481155,757600,1153500,174 days,16.21,28.72
ME19,595567,285160,319030,493025,674224,969777,109 days,93.58,37.94
ME2,341125,166363,237212,323546,502622,592000,106 days,63.11,78.48
ME20,410766,190438,304697,389905,560286,623800,107 days,45.14,63.35
ME3,400638,88245,218106,343047,577541,737000,146 days,44.59,70.97
ME4,309894,160000,241303,292122,471140,651663,165 days,43.82,67.22
ME5,396525,144079,260579,348558,503826,650865,102 days,80,84.19
ME6,330892,184667,260089,361000,444192,557250,226 days,11.95,62.22
ME7,330640,170156,239610,322585,512398,491091,196 days,49.74,67.08
ME8,416787,173900,299357,366211,531731,648250,132 days,68.41,80.07
ME9,554947,155248,333897,423800,623823,881172,171 days,47.02,38.06
MK10,407567,168644,225563,424333,546500,692857,131 days,36.64,63.12
MK11,410978,242571,279936,397172,594167,853333,152 days,18.95,71.88
MK12,354847,187500,256250,331000,422222,375000,152 days,9.67,134.69
MK13,358488,140750,226818,320388,513947,600000,107 days,24.67,105.68
MK14,399509,137785,211263,357220,557362,667500,131 days,22.9,58
MK15,439428,120000,241000,381818,531249,862500,305 days,3.44,85.71
MK16,499472,163500,246137,394141,559998,1015000,177 days,23.39,87.68
MK17,683456,206357,335000,466827,763884,885554,181 days,48.23,40.55
MK18,572118,180929,299805,415611,673079,941739,151 days,69.34,55.3
MK19,520009,166667,288166,396236,582472,790588,115 days,28.96,54.05
MK2,290046,135020,226898,316958,428571,450000,153 days,18.24,69.89
MK3,361095,179000,245573,348228,507758,624000,127 days,36.85,91.03
MK4,459656,229242,233518,409488,545287,796765,134 days,30.67,76.64
MK40,394992,141898,214049,376556,542401,772342,200 days,44.1,61.56
MK41,424284,221286,264741,366696,538359,645741,143 days,48.46,88.74
MK42,352923,141831,232811,344152,452344,531222,135 days,77.33,68.39
MK43,520018,212666,308610,408517,596618,804743,132 days,66.82,78.23
MK44,603635,180000,298076,405318,640762,993000,160 days,33.56,46.93
MK45,542080,183888,317406,440583,608821,816608,135 days,67.56,110.2
MK46,594310,202562,305428,456429,736950,766250,175 days,13.54,86.08
MK5,576678,110000,237136,392499,604066,912059,133 days,14.21,104.76
MK6,308770,124154,199933,364286,433438,510000,149 days,20.13,65
MK7,502373,174636,264286,419643,605340,1019545,122 days,19.43,93.67
MK8,457593,172857,256250,388650,557655,682609,139 days,26.76,53.23
MK9,237142,199536,258434,443749,360000,300000,265 days,18.57,17.07
N1,904142,586239,874427,1242109,2187741,2150000,286 days,78.25,42.36
N10,824738,355652,570880,698276,1486176,1840526,179 days,32.51,65.98
N11,544021,301561,440945,632526,840567,883563,201 days,36.12,43.8
N12,612014,281669,414887,718310,985556,1436818,203 days,39.01,37.12
N13,587618,333998,423220,640575,851483,855330,207 days,29.13,51.24
N14,803234,312863,481551,799038,1081380,1301687,162 days,41.85,46.02
N15,541289,377821,506394,660342,710769,740000,143 days,32.94,59.87
N16,816257,411737,574543,900147,1366667,2040769,150 days,38.8,93.81
N17,410055,290665,364909,547130,645498,582500,230 days,36.39,51.25
N18,379465,236249,333916,441192,534999,596238,165 days,20,51.82
N19,681043,395167,581000,927854,1396250,1500000,174 days,26.03,79.47
N2,2961652,295855,614656,1720139,1747351,2971042,230 days,33,30.83
N20,1299099,307321,473145,845761,1505526,2429639,222 days,31.22,26.41
N21,893395,300000,403222,755778,1021578,1393933,255 days,29.76,37.15
N22,590862,379813,487744,644137,899318,1200000,196 days,31.68,71.01
N3,975542,380921,536567,722153,1230000,1557000,200 days,34.95,30.04
N4,720067,461730,664719,932308,1175385,1780000,224 days,45.94,55.1
N5,778029,449853,707679,973538,1740000,2983333,226 days,20.18,61.84
N6,2384738,430241,712505,1621111,2294600,7971429,233 days,26.91,40.67
N7,623383,409270,606444,856088,1063750,1525000,232 days,33.49,65.25
N8,602964,385892,558416,719848,1522353,1584091,187 days,50.86,54.57
N9,367056,193667,302926,475494,609231,532970,193 days,28.76,52.43
NE1,201319,119711,171728,282500,1000000,-,338 days,12.6,42.96
NE10,163255,67988,102323,211992,225380,309975,155 days,14.9,197.4
NE11,191328,-,118495,201741,270000,462500,111 days,21.89,93.83
NE12,258487,99400,139728,207768,386350,566949,113 days,37.96,132.87
NE13,356198,500000,167520,238120,391319,531761,98 days,37.04,115.7
NE15,275614,67544,138676,239445,420609,412499,114 days,42.63,88.27
NE16,280388,102500,161435,273805,410475,496666,136 days,32.43,91.84
NE17,167974,70000,59147,186194,282000,487500,161 days,8.57,78.26
NE19,349233,-,175241,298524,415625,1250000,278 days,4.53,23.81
NE2,372212,145902,228748,360769,553571,517500,195 days,21.38,89.21
NE20,862238,153063,248024,503634,834839,1426524,198 days,22.58,53.02
NE21,183654,43333,116137,198500,370000,645000,131 days,17.63,116.88
NE22,256395,105000,100914,183469,325248,585222,186 days,16.61,131.07
NE23,254963,43000,154165,220292,347182,469200,123 days,49.27,82.67
NE24,185354,38750,110742,167782,304110,352950,158 days,32.85,146.82
NE25,273996,65035,191397,277830,374817,523980,129 days,42.09,86.74
NE26,361849,155804,242293,414046,433593,542492,145 days,21.93,104.72
NE27,259917,115000,142693,235365,376698,387500,144 days,15,140.28
NE28,193257,70600,104657,190770,330043,351072,180 days,31.67,131.58
NE29,197792,101959,133402,216042,320247,325790,152 days,38.09,86.53
NE3,362359,173308,197575,255444,514613,924565,172 days,39.94,118.34
NE30,377679,155764,210737,374519,499701,1048500,143 days,33.15,113.92
NE31,205285,45000,108227,199084,325763,342500,95 days,35.68,78.76
NE32,157990,45825,110692,164801,318113,279983,128 days,20.62,92.05
NE33,151226,86190,110169,159847,223415,289621,202 days,36.98,62.25
NE34,206087,119567,126281,202618,327916,330599,163 days,55.77,60.07
NE35,191568,104950,129314,186263,279393,342375,131 days,7.56,100
NE36,316267,67487,236190,309114,411238,486980,215 days,6,79.07
NE37,164223,25538,92606,140148,283642,637000,154 days,19.87,95.1
NE38,232202,66833,118641,188041,340232,554929,147 days,23.27,99.12
NE39,324377,87500,167222,272595,415823,767500,135 days,12.89,100
NE4,163543,110887,115650,212113,260875,-,233 days,10.94,103.53
NE40,273114,83333,164267,241935,363577,572500,117 days,37.95,59.46
NE41,369282,265000,201650,412500,368750,-,169 days,2.49,114.29
NE42,232799,-,164710,202782,352499,500000,142 days,16.06,
NE43,547091,89950,122212,278889,564286,1610000,175 days,6.86,70
NE45,668839,132800,171000,250000,795714,1181667,306 days,3.04,80.65
NE46,446079,157143,185586,259000,633200,1236667,145 days,20.9,101.98
NE47,360748,242500,157700,377250,536000,539375,221 days,11.4,46.43
NE48,350820,125000,193642,238858,519984,639983,131 days,12.6,38.18
NE49,254344,-,124058,228782,244158,337500,157 days,8.6,42.22
NE5,211274,62500,140984,210246,316185,396667,108 days,57.22,99.51
NE6,207794,47500,129626,200430,357248,324314,79 days,46.71,173.98
NE61,497391,79150,189219,298866,488966,1106167,155 days,71.23,55.98
NE62,222584,30000,115027,155745,264515,569271,118 days,13.73,103.7
NE63,157492,30250,81814,156536,281146,302407,227 days,32.51,69.51
NE64,203763,-,131333,212314,273333,210000,119 days,10.84,81.4
NE65,495765,79750,158809,297755,571210,623089,146 days,62.05,46.03
NE66,497025,175693,231619,361886,765510,633911,150 days,30.2,73.51
NE67,469338,197500,297250,432941,720625,757500,118 days,9.41,51.35
NE68,509568,-,385000,485963,475000,655000,114 days,9.47,38.89
NE7,274042,139975,154495,271246,377000,-,277 days,3.47,259.38
NE70,349996,185000,200071,347230,472143,577500,286 days,3.88,27.03
NE71,254266,79000,175856,309279,320000,490000,227 days,4.63,48.57
NE8,154580,105533,132944,217300,249993,280000,198 days,29.39,76.8
NE9,263423,75490,133324,237690,326912,783872,119 days,29.5,157.26
NG1,196314,114084,186143,282667,704500,-,277 days,25.78,18.91
NG10,272080,123189,197218,258012,401092,692778,141 days,84.68,51.76
NG11,381775,213733,239888,268722,577437,582439,144 days,50.42,73.55
NG12,495987,132637,240741,332611,617364,916413,136 days,83.38,48.41
NG13,428991,79667,209849,344877,522769,710757,123 days,73.17,46.33
NG14,444866,236000,256337,334768,529010,747586,140 days,57.43,51.87
NG15,344981,148143,211488,283137,400929,564838,127 days,86.69,62.13
NG16,299897,190833,193669,251238,394452,489571,128 days,115.55,55.38
NG17,251083,89158,158801,219205,350416,481738,116 days,127.76,65.59
NG18,288091,113119,179786,243197,361477,706944,138 days,65.43,68.44
