outcode,avg_asking_price,avg_asking_price_1bed,avg_asking_price_2beds,avg_asking_price_3beds,avg_asking_price_4beds,avg_asking_price_5beds,days_on_market,Sales per month,Sale/List Ratio
TW17,682459,233322,381543,753606,864994,851985,182 days,24.4,50
TW18,517889,274716,409371,584580,787272,1018864,194 days,58.76,40.79
TW19,664783,205375,359903,592759,831547,1076250,169 days,26.98,44.08
TW2,680589,349904,509408,676663,922896,988990,112 days,59.2,47.06
TW20,862436,321750,556244,703936,985209,2328750,257 days,19.38,53.61
TW3,457734,253335,358384,563911,680532,742050,197 days,38.38,34.13
TW4,506040,216631,327421,544726,693580,828333,150 days,22.4,39.29
TW5,614367,246638,346745,566084,774970,887660,215 days,26.51,34.74
TW7,619487,288480,403512,631191,865916,1441533,162 days,68.52,26.76
TW8,588617,376314,571942,796175,855660,1552308,201 days,57.16,23.5
TW9,945508,448502,675171,1122587,1520278,2005333,190 days,44.05,41.94
UB1,481533,305582,384932,548101,651954,1346105,240 days,27.88,25.11
UB10,659425,249236,423374,649763,866201,1125261,160 days,44.81,67.36
UB2,474287,240219,342803,526990,748428,1014317,269 days,27.55,20.24
UB3,401788,271639,359596,543951,636125,744532,233 days,39.4,45.75
UB4,444054,243300,338598,546936,615566,691246,205 days,24.73,81.66
UB5,401537,295132,306862,512369,588331,674988,201 days,38.06,55.69
UB6,513765,288218,399604,570848,695508,754536,201 days,42.99,46.88
UB7,402704,248101,330978,497155,603397,862500,208 days,29.13,64.85
UB8,432920,256967,386788,511063,806798,925000,167 days,47.07,59.16
UB9,583925,249164,399603,572873,858322,1183889,207 days,21.88,55.63
W1,3582771,1610387,2855154,4792984,6507337,11251707,361 days,132.05,9.88
W10,1040313,517470,881237,1375600,1812105,3267273,235 days,37.91,22.56
W11,1732478,707233,1178277,2242647,4124124,7000000,281 days,37.9,22.25
W12,928927,580774,841197,1149093,1691682,1753810,207 days,67.68,30.19
W13,678112,401360,563057,802187,1146141,1456050,175 days,68.57,32.5
W14,1468407,606647,979756,1879099,2481569,2739626,243 days,90.12,15.62
W2,1690874,686473,1231657,2434144,3548644,4534697,320 days,116.72,14.54
W3,655449,391852,520257,731420,1002093,1329877,217 days,97.88,26.13
W4,993272,437812,697858,990954,1696713,2393385,167 days,69.88,54.5
W5,941884,420838,629091,954097,1308921,2213093,204 days,94.41,34.42
W6,1073089,574633,930888,1610120,1695585,1916563,276 days,48.7,30.13
W7,577787,363130,504241,648565,870980,1229988,202 days,27.77,49.2
W8,3447334,1119824,1706648,3369908,5419876,9506999,321 days,48.22,14.73
W9,1113347,516224,836069,1348641,2063862,3161364,287 days,68.36,22.63
WA1,298293,93992,186768,276041,406286,483333,120 days,40.25,61.49
WA10,235285,97927,127116,233919,383640,468049,166 days,56.39,60.9
WA11,227852,108317,149620,225470,375714,378000,147 days,42.65,72.25
WA12,264357,115483,184723,216806,384000,725000,88 days,28.98,136.47
WA13,461052,198281,260538,431241,626413,1014857,129 days,23.02,80.81
WA14,822097,180725,360661,667811,873016,1794997,172 days,59.13,56.64
WA15,892402,139246,400401,522163,924793,1526604,142 days,84.72,55.61
WA16,854792,199614,287204,508502,1010593,1536275,177 days,58.64,40.46
WA2,248938,108028,166170,261543,401316,521244,130 days,43.62,85.19
WA3,359620,108993,191033,300611,508243,686344,170 days,57.18,76.85
WA4,457549,118328,212858,365555,615210,887422,144 days,88.54,62.12
WA5,308236,98890,178808,280702,406282,511895,140 days,85.71,69.25
WA6,437254,110288,227946,356210,584054,740588,228 days,24.74,62.77
WA7,238900,86333,151150,219888,412250,518333,144 days,37.5,133.89
WA8,326324,95000,135200,257111,441319,613094,133 days,60.45,93.66
WA9,241473,102783,113883,193130,385789,700000,128 days,63.05,74.35
WC1,1226652,716563,946459,2305079,2131857,3250000,280 days,28.39,19.25
WC2,2061108,915731,1766266,3644902,9593750,-,383 days,19.97,8.24
WD17,537032,232508,339640,697081,880484,1285000,208 days,31.59,65.3
WD18,383600,242942,354273,501358,664000,616658,185 days,37.3,44.78
WD19,608696,249320,413324,616393,849935,1323333,129 days,40.7,66.29
WD23,710725,268578,459315,747689,909967,1437958,147 days,65.1,46.71
WD24,399859,267080,355916,505584,593214,650000,154 days,39.35,50.5
WD25,626536,225267,313486,548356,726246,1366782,218 days,29.31,51.17
WD3,816412,271742,430213,687567,1010567,1752855,248 days,45.6,57.03
WD4,696811,247655,383695,660933,1025000,1362083,201 days,26.72,29.61
WD5,603120,216990,383387,594045,812917,1450000,226 days,10.75,67.9
WD6,582098,257148,367154,606134,777663,1437500,206 days,41.65,51.75
WD7,2440237,299295,605181,800000,1076837,2325000,376 days,10.37,43.85
WF1,266400,108251,154213,256092,396392,548057,146 days,59.59,51.72
WF10,235269,105000,155745,216733,327701,339286,94 days,61.6,120.21
WF11,243593,59998,162995,217983,365725,575000,157 days,22.17,64.66
WF12,321434,93999,198020,251049,381802,623000,172 days,27.91,75
WF13,167839,82582,106417,215927,312500,395000,183 days,9.51,101.72
WF14,342431,110000,221668,265364,393780,796785,139 days,36.04,82.04
WF15,314263,80000,160478,288244,346569,726869,120 days,22.5,110
WF16,212510,-,147447,183296,267583,-,122 days,10.82,106.82
WF17,267365,87877,161689,272798,361288,569999,126 days,39.76,74.85
WF2,331732,122500,204545,286217,449453,583674,139 days,74.68,57.23
WF3,332429,131665,206594,271832,426436,452107,111 days,88.11,54.29
WF4,359433,103333,199669,282269,500613,709636,165 days,62,55.43
WF5,282781,154988,199068,258019,409838,522667,154 days,32.92,59.17
WF6,246528,137500,173703,233315,327382,386429,124 days,32.18,60.9
WF7,280932,112000,176661,254978,381111,444999,136 days,27.79,83.33
WF8,341318,-,161706,251218,378180,749286,118 days,53.14,72.25
WF9,236760,86665,146596,227569,308973,474999,148 days,58.58,52.25
WN1,281424,134987,127368,236336,440948,501999,111 days,33.78,92.8
WN2,228186,-,140156,213322,384542,664998,114 days,70.53,81.34
WN3,224033,75982,138511,205210,291811,537500,140 days,34.71,67.28
WN4,234976,116000,164598,230007,327245,461225,146 days,30,83.56
WN5,262759,75000,170162,240228,361267,469167,125 days,54,85.33
WN6,281947,183333,177663,245229,420260,466500,111 days,53.78,126.63
WN7,211794,86111,145926,225281,305855,444000,125 days,74.4,75.16
WN8,308266,133738,172521,217550,389248,688559,128 days,76.41,55.52
WR1,326715,136493,203936,337188,622000,793000,204 days,15.88,75
WR10,454235,230000,266733,356119,573064,772577,155 days,38.52,64.32
WR11,406883,175014,230667,373140,521893,738254,136 days,97.28,70.52
WR12,690953,247500,317411,548663,949444,875000,189 days,12.38,47.44
WR13,565314,-,192683,470558,716444,921250,133 days,22.33,49.49
WR14,409614,150553,258490,356913,524244,639643,196 days,42.09,74.18
WR15,485918,170000,272432,387839,546465,908571,252 days,12.38,23.08
WR2,433616,123200,255939,326795,537902,656460,116 days,58.97,85.96
WR3,391762,134222,251762,359196,545600,676995,117 days,31.28,95.08
WR4,242449,124857,152620,254652,443000,475000,117 days,22.05,122.09
WR5,356923,137091,221606,301716,517073,577854,127 days,45.12,104.19
WR6,620851,172500,192521,377071,684634,800000,200 days,31.5,31.43
WR7,688547,-,321143,528794,747995,972000,163 days,9.57,71.15
WR8,678349,143564,249659,414785,702879,915909,167 days,18.68,42.31
WR9,483295,131217,251319,393627,591855,925831,168 days,41.07,66.52
WS1,267639,89783,123154,273992,424468,514167,231 days,14.55,44.64
WS10,223050,91800,160070,231525,300588,349975,138 days,40.43,70.43
WS11,283749,113620,191224,270696,422355,500995,158 days,61.33,70.9
WS12,286534,118749,197382,256974,385511,448325,165 days,53.45,71.43
WS13,425793,212448,285943,376248,540182,629808,140 days,52.07,81.89
WS14,550957,145714,293670,426546,577818,848571,165 days,29.09,52.5
WS15,387562,134728,255615,298219,499831,820306,148 days,50.68,72
WS2,192941,74661,137919,219608,291207,408317,128 days,27.66,61.02
WS3,260883,120000,207382,233135,370300,418750,138 days,66.96,55.19
WS4,286543,110000,190071,259546,414059,541250,111 days,26.22,68.04
WS5,396376,147475,231400,300620,458695,678000,162 days,22.04,53.78
WS6,339607,90000,209925,272412,457287,801250,187 days,16.84,70.48
WS7,339696,487500,239257,277728,464477,588889,134 days,41.64,71.51
WS8,272737,55000,161779,249113,378438,435000,145 days,15.52,88
WS9,387349,133033,288990,339144,474371,656923,161 days,38.01,62.25
WV1,179681,108929,145409,168071,308317,295000,234 days,5.9,56.52
WV10,288890,115849,174370,233757,440771,501559,175 days,35.66,90.38
WV11,273218,95000,197102,252444,379516,371000,135 days,29.78,100.75
WV12,217481,82988,158911,223468,302883,463333,88 days,29.66,106.9
WV13,216080,-,157600,216511,378333,-,159 days,13.96,85.14
WV14,227999,88355,167679,224190,318325,383557,134 days,45.9,59.02
WV15,586969,162500,235240,318153,500285,1037500,171 days,15.44,50
WV16,411345,133590,236641,352755,580704,811881,219 days,26.03,50.53
WV2,199506,127000,119927,241821,345707,425000,133 days,11.28,92
WV3,315792,145063,236253,283569,387191,471246,194 days,27.22,55.68
WV4,295213,83618,195622,279328,419641,593750,172 days,34.71,60.3
WV5,563033,184975,282878,382911,563888,687222,160 days,23.81,56.69
WV6,373040,155261,230201,337146,497398,755843,241 days,41.95,64.39
WV7,384043,110000,235193,342953,532936,893000,354 days,8.31,38.78
WV8,386474,189950,280210,333806,509879,648325,192 days,17.03,59.63
WV9,285600,116650,224994,248458,432136,795000,156 days,6.35,78.79
YO1,439245,217222,390420,594711,766000,1298333,190 days,18,32.46
YO10,373275,154329,274582,365411,488235,907143,104 days,34.9,104.13
YO11,233919,101919,175876,254314,336614,457353,166 days,82.95,39.43
YO12,222320,110275,157158,231895,296406,355382,150 days,88.8,57.66
YO13,429127,-,255821,343055,507846,663182,175 days,24.51,57.34
YO14,256346,134969,191530,274791,336050,498564,209 days,42.78,27.85
YO15,224022,108270,151303,253848,356057,307213,210 days,48.86,35.96
YO16,210515,88457,165294,215271,299782,347995,151 days,53.64,70.74
YO17,339444,132313,163624,308574,427448,711875,163 days,31.66,65.12
YO18,407810,178333,224895,427243,481469,543000,180 days,23.83,56.64
YO19,485141,146667,305279,377683,594261,670909,158 days,27.53,48.28
YO21,348884,160877,246264,322010,578016,506346,177 days,48.47,26.22
YO22,327923,143725,245714,297075,422968,587492,168 days,29.29,22.56
YO23,448817,238889,286180,440048,633547,823529,113 days,51.24,64.77
YO24,377507,187550,285342,373741,518575,678722,120 days,58.25,77.68
YO25,330095,98498,201506,243275,398572,783927,132 days,107.27,46.4
YO26,508606,196661,285450,351683,558056,816603,139 days,56.55,64.89
YO30,433611,209167,272227,383703,566290,825417,121 days,44.38,63.69
YO31,358566,189977,288004,366660,553192,731250,125 days,53.52,84.75
YO32,395394,137042,226661,362703,560956,745833,123 days,50.73,70.19
YO41,417285,75000,153604,344915,555386,782231,136 days,31.76,31.94
YO42,351845,108000,174779,287227,504685,626667,145 days,37.03,56.98
YO43,371097,83119,214473,275933,480023,527129,160 days,23.25,55.65
YO51,443003,179167,229841,331598,453333,1172917,165 days,20.55,54.87
YO60,552982,393332,148645,574000,637143,1326667,160 days,11.44,37.7
YO61,524869,131911,232335,425138,641173,745041,165 days,29.09,65
YO62,513152,176875,262705,376818,615516,850995,182 days,19.95,67.77
YO7,529608,107444,187706,322790,780976,835417,130 days,61.15,53.21
YO8,339523,96818,180485,269134,405828,605559,133 days,83.91,73.39
