outcode,race_ethnicity_total,race_ethnicity_white,race_ethnicity_black,race_ethnicity_asian,race_ethnicity_other,race_ethnicity_two_or_more
PE8,17640,16706,175,280,114,365
PE9,31061,29854,177,429,135,466
PL1,31717,28065,793,1280,672,907
PL10,3878,3765,4,23,19,67
PL11,9910,9688,21,47,51,103
PL12,22500,22009,21,106,130,234
PL13,10902,10661,9,58,96,78
PL14,24436,23878,27,161,174,196
PL15,22460,21926,27,181,138,188
PL16,881,865,0,2,1,13
PL17,9996,9818,5,38,54,81
PL18,5196,5094,8,20,25,49
PL19,15733,15425,22,102,39,145
PL2,32919,30987,270,759,284,619
PL20,13269,12968,38,67,33,163
PL21,21031,20667,23,93,61,187
PL22,4259,4148,4,17,50,40
PL23,3259,3186,2,14,34,23
PL24,11006,10757,13,45,89,102
PL25,29362,28487,44,214,297,320
PL26,28506,27854,29,85,325,213
PL27,12776,12404,15,64,102,191
PL28,4073,3942,5,11,84,31
PL29,1596,1560,1,6,18,11
PL3,30453,28532,244,744,288,645
PL30,10077,9814,7,15,141,100
PL31,15221,14735,24,116,144,202
PL32,4143,4065,3,16,17,42
PL33,2017,1977,1,7,18,14
PL34,1485,1435,3,13,7,27
PL35,704,680,1,3,11,9
PL4,30864,26911,705,1658,666,924
PL5,45706,44025,311,609,227,534
PL6,41093,39435,290,643,258,467
PL7,32480,31756,76,209,102,337
PL8,5244,5138,4,30,13,59
PL9,28937,28282,113,132,104,306
PO1,36185,27154,2434,4058,1345,1194
PO10,21000,20065,262,252,132,289
PO11,17389,16898,51,128,70,242
PO12,46472,44473,401,699,241,658
PO13,36341,34496,581,497,211,556
PO14,37168,35578,260,599,180,551
PO15,23337,22040,151,629,114,403
PO16,31324,29949,168,622,140,445
PO17,8255,7978,46,96,22,113
PO18,16687,16132,53,166,99,237
PO19,33057,30517,302,1239,279,720
PO2,42497,37079,1282,2627,625,884
PO20,34201,33113,93,397,146,452
PO21,45473,43405,235,809,385,639
PO22,29161,28129,111,370,147,404
PO3,19516,17957,378,642,144,395
PO30,32968,31709,179,623,103,354
PO31,14368,13849,60,208,45,206
PO32,8895,8663,26,70,15,121
PO33,31423,30381,89,391,88,474
PO34,1825,1790,2,10,6,17
PO35,3336,3269,1,18,10,38
PO36,17342,16956,39,124,47,176
PO37,8881,8642,25,85,20,109
PO38,11694,11431,25,65,15,158
PO39,3330,3247,7,41,14,21
PO4,41832,36238,1181,2432,630,1351
PO40,4765,4662,16,24,12,51
PO41,1632,1609,5,4,4,10
PO5,25511,20005,1178,2616,767,945
PO6,42971,39349,609,2001,302,710
PO7,44420,42446,280,940,136,618
PO8,34830,33686,105,496,139,404
PO9,50322,48158,385,815,227,737
PR0,407,196,11,174,17,9
PR1,78820,52721,2269,19517,1857,2456
PR11,304,227,1,61,8,7
PR2,77678,63059,1231,10311,991,2086
PR25,36284,34895,177,547,91,574
PR26,13814,13245,102,191,28,248
PR3,40093,39032,100,466,89,406
PR4,62287,59863,310,1012,239,863
PR5,38899,37027,244,800,155,673
PR6,37259,35329,163,1029,156,582
PR7,60587,58169,295,912,311,900
PR8,57345,54259,363,1220,419,1084
PR9,42120,40396,190,654,261,619
RG1,55498,32311,4364,13982,2301,2540
RG10,20315,18747,170,738,170,490
RG11,79730,68401,1427,6505,1056,2341
RG12,84422,72262,2403,5933,1029,2795
RG13,41870,38494,425,1751,380,820
RG14,28803,26285,321,1303,240,654
RG15,17480,16797,103,251,74,255
RG16,19765,18880,116,344,108,317
RG17,7153,6906,41,66,37,103
RG18,971,890,12,49,10,10
RG19,1641,1464,34,63,18,62
RG2,47177,30954,3594,8883,1210,2536
RG21,32343,25483,897,4093,800,1070
RG22,42244,37709,757,2263,413,1102
RG23,12995,11870,279,459,116,271
RG24,40465,34168,1318,3209,477,1293
RG25,15741,15104,102,209,73,253
RG26,23105,22010,186,406,60,443
RG27,21411,19951,145,619,144,552
RG28,6987,6763,14,86,22,102
RG3,78696,59810,4847,8803,1333,3903
RG30,482,278,66,82,21,35
RG31,397,341,1,26,14,15
RG4,42185,36018,970,2980,592,1625
RG40,2267,1660,108,360,40,99
RG41,1062,698,44,247,21,52
RG42,3846,3342,74,258,45,127
RG5,28061,22739,661,3386,410,865
RG6,34736,21836,1246,9391,1056,1207
RG7,30854,27946,546,1274,197,891
RG8,15496,14697,98,256,72,373
RG9,21084,19579,204,596,212,493
RH1,54554,44048,2124,5368,899,2115
RH10,78998,61918,2571,9850,1785,2874
RH11,57166,41296,2963,9060,1475,2372
RH12,53359,48847,538,2197,421,1356
RH13,39597,36953,495,1020,250,879
RH14,16175,15487,95,208,38,347
RH15,34743,31715,282,1700,235,811
RH16,40802,36892,448,1890,430,1142
RH17,16925,16089,120,252,86,378
RH18,5604,5179,40,121,54,210
RH19,34134,31664,323,1054,246,847
RH2,24339,21978,348,920,283,810
RH20,25423,24698,74,222,85,344
RH3,4498,4325,14,51,18,90
RH4,17635,16417,135,469,177,437
RH5,13149,12603,62,199,52,233
RH6,34381,30158,873,1966,345,1039
RH7,8970,8423,60,170,66,251
RH8,15348,14478,125,256,91,398
RH9,4475,4142,63,88,20,162
RM1,29905,20956,2649,4129,923,1248
RM10,45914,23650,11345,7659,1447,1813
RM11,35850,27661,1768,4503,803,1115
RM12,34886,27844,2107,3242,583,1110
RM13,31884,22220,4163,3701,615,1185
RM14,26780,24118,604,1172,206,680
RM15,31887,24401,4117,1914,457,998
RM16,60592,43770,8514,5191,1027,2090
RM17,28143,19602,3427,3403,765,946
RM18,19618,14391,3503,946,236,542
RM19,628,331,200,36,10,51
RM2,12193,9376,671,1461,265,420
RM3,46863,34708,5415,4057,762,1921
RM4,3684,3277,39,212,45,111
RM5,21781,16497,1794,2116,494,880
RM6,37419,13112,5953,14968,1642,1744
RM7,27906,17752,3186,4771,853,1344
RM8,48175,22548,9150,12360,1973,2144
RM9,36434,20252,7580,6188,955,1459
S1,24782,14059,1674,6468,1632,949
S10,50833,42274,1295,3950,1351,1963
S11,36348,30067,1065,3040,825,1351
S12,37511,35020,739,608,318,826
S13,31957,28258,943,1370,287,1099
S14,10161,7932,955,448,202,624
S17,16440,14831,227,728,164,490
S18,24692,24035,85,229,46,297
S19,28792,27415,268,437,116,556
S2,41349,29132,3998,4215,1557,2447
S20,1253,1126,25,49,7,46
S21,19654,19116,74,181,47,236
S25,21821,21222,138,168,54,239
S26,25701,24789,180,353,79,300
S3,15453,6603,2590,3185,2361,714
S30,80262,77632,494,785,286,1065
S35,2042,1798,47,82,57,58
S36,559,554,0,0,1,4
S4,14409,5128,2004,4635,1992,650
S40,41197,39102,356,909,198,632
S41,33793,32029,315,792,139,518
S42,29285,28570,82,305,37,291
S43,40206,39018,214,402,124,448
S44,20480,19932,95,186,66,201
S45,12288,11954,31,113,22,168
S5,60925,44524,4363,6861,2521,2656
S6,53231,47745,1262,1185,1338,1701
S60,47326,37095,852,7443,1052,884
S61,33895,30957,526,1421,403,588
S62,22970,22057,170,306,101,336
S63,43314,41955,384,361,159,455
S64,27896,27128,191,225,95,257
S65,32796,26868,669,3735,884,640
S66,43659,42368,205,522,144,420
S7,15257,9844,494,3975,379,565
S70,44662,42392,547,687,541,495
S71,48121,46703,344,424,236,414
S72,26910,26321,128,140,109,212
S73,28318,27511,166,217,127,297
S74,16756,16395,59,92,46,164
S75,42545,41304,227,459,181,374
S8,41643,36646,1292,1801,472,1432
S80,30017,28811,194,380,265,367
S81,36746,35504,222,467,136,417
S9,27145,12767,1875,9848,1706,949
SA1,56464,46611,1562,5262,1692,1337
SA10,32629,31902,75,312,81,259
SA11,34739,33743,108,452,96,340
SA12,33304,32140,101,527,98,438
SA13,16745,15949,43,477,66,210
SA14,39767,38737,91,526,102,311
SA15,35548,34407,62,560,160,359
SA16,8516,8365,5,71,8,67
SA17,9361,9194,14,57,16,80
SA18,30629,29874,77,259,129,290
SA19,10810,10588,18,65,40,99
SA2,36648,32685,455,1930,782,796
SA20,2792,2743,5,15,9,20
SA3,24598,23650,71,390,139,348
SA31,19582,18461,145,558,167,251
SA32,5435,5331,6,45,4,49
SA33,12852,12623,12,76,25,116
SA34,5849,5737,19,31,14,48
SA35,1381,1356,1,9,5,10
SA37,2593,2557,2,10,4,20
SA38,4984,4876,7,47,2,52
SA39,3231,3203,2,6,11,9
SA4,45496,44167,140,626,120,443
SA40,3550,3449,6,28,36,31
SA41,1746,1710,2,12,1,21
SA42,2583,2538,3,17,2,23
SA43,11520,11276,15,71,40,118
SA44,10218,10062,9,52,20,75
SA45,1149,1135,5,3,3,3
SA46,3130,3085,10,17,4,14
SA47,179,161,7,3,0,8
SA48,8022,7765,20,125,42,70
SA5,36213,33697,469,1223,406,418
SA6,31783,29804,165,1119,232,463
SA61,15935,15128,73,408,99,227
SA62,22520,22189,41,80,42,168
SA63,803,784,0,3,6,10
SA64,2022,1986,4,15,2,15
SA65,3550,3468,5,38,21,18
SA66,3637,3567,6,17,14,33
SA67,5835,5723,4,53,18,37
SA68,4993,4852,16,58,13,54
SA69,3820,3721,5,49,14,31
SA7,13360,12844,87,229,68,132
SA70,7445,7279,10,54,28,74
SA71,11546,11284,8,102,36,116
SA72,9199,8943,16,82,51,107
SA73,19700,19305,37,153,56,149
SA8,12405,12138,31,97,25,114
SA9,14067,13690,26,135,61,155
SE1,84530,43987,16558,12142,5993,5850
SE10,42304,25821,6384,5514,1557,3028
SE11,22623,11689,5942,1740,1459,1793
SE12,32087,18942,6321,3004,1416,2404
SE13,46436,24792,10695,4956,2164,3829
SE14,32900,15301,10028,2796,1998,2777
SE15,68328,29551,24308,5160,4148,5161
SE16,52060,30112,9484,6200,2853,3411
SE17,32940,13893,10696,3425,2578,2348
SE18,88915,39218,23419,16225,4683,5370
SE19,31824,18652,6890,2216,1244,2822
SE2,25040,12000,8006,2867,958,1209
SE20,24297,14516,5216,1490,867,2208
SE21,19654,12869,2998,1557,637,1593
SE22,29647,19853,4523,1847,1100,2324
SE23,37200,22967,7527,2284,1318,3104
SE24,21655,13616,4291,1203,786,1759
SE25,33441,14524,11442,2907,1325,3243
SE26,28413,15522,7297,1999,1228,2367
SE27,20337,10834,5307,1240,1030,1926
SE28,29793,11172,13026,2658,1049,1888
SE3,33920,23500,3602,3545,1209,2064
SE4,25945,14693,6466,1648,986,2152
SE5,46832,20278,15728,3468,3731,3627
SE6,51819,22097,17770,5034,2670,4248
SE7,20769,11324,4224,2941,874,1406
SE8,26558,11791,7988,3414,1509,1856
SE9,63193,46576,6649,5052,1944,2972
SG1,56335,45317,2958,5064,835,2161
SG10,3194,3017,29,49,15,84
SG11,8525,8180,59,91,31,164
SG12,29570,27672,280,676,255,687
SG13,17254,15863,261,419,165,546
SG14,19687,18256,284,449,110,588
SG15,6342,5620,138,270,51,263
SG16,7557,6910,119,223,51,254
SG17,14619,13638,189,315,103,374
SG18,31133,28675,518,869,208,863
SG19,24390,23055,243,441,96,555
SG2,43038,37344,1801,2104,389,1400
SG3,6164,5774,82,157,37,114
SG4,30535,26053,705,2035,495,1247
SG5,31961,28188,740,1501,321,1211
SG6,33642,28417,1039,2246,436,1504
SG7,14319,13317,189,356,67,390
SG8,39644,37325,382,904,228,805
SG9,12374,11949,68,125,47,185
SK1,15955,13940,417,897,209,492
SK10,44998,42568,327,1005,301,797
SK11,33883,32250,226,666,189,552
SK12,51548,50107,135,525,158,623
SK13,33795,32804,100,279,75,537
SK14,51361,44221,746,5079,344,971
SK15,28256,26117,418,1062,127,532
SK16,18436,16851,368,750,144,323
SK17,29187,28536,69,219,74,289
SK2,30869,28153,259,1545,281,631
SK22,277,271,0,5,0,1
SK23,228,224,0,0,1,3
SK3,28310,24733,439,1806,400,932
SK4,35230,29350,442,3525,757,1156
SK5,29649,26130,742,1342,499,936
SK6,49033,46858,235,804,232,904
SK7,41487,37327,302,2422,581,855
SK8,59101,46312,550,8846,1699,1694
SK9,39629,35252,292,2225,713,1147
SL0,12912,8269,299,3333,519,492
SL1,85750,35683,5884,36324,4385,3474
SL2,55931,24038,3692,23034,2962,2205
SL3,48381,20288,2982,20673,2678,1760
SL4,45889,38302,802,4139,934,1712
SL5,23064,19776,285,1824,389,790
SL6,80498,62253,1194,12756,1745,2550
SL7,20054,18500,165,676,155,558
SL8,6435,5952,54,252,41,136
SL9,22413,17231,203,3618,549,812
SM1,48837,32865,2871,8849,1732,2520
SM2,30172,19718,1549,6404,1069,1432
SM3,20132,14381,636,3638,752,725
SM4,40377,25131,2829,8484,1918,2015
SM5,40512,29654,2382,5476,1064,1936
SM6,34729,22528,2855,6481,1113,1752
SM7,16483,14424,251,1066,203,539
SN1,39162,24009,1218,11877,773,1285
SN10,33267,32135,177,342,139,474
SN11,27083,26149,158,259,122,395
SN12,28714,27498,176,427,104,509
SN13,18766,18024,98,239,84,321
SN14,29368,27589,282,814,158,525
SN15,32648,30309,507,952,270,610
SN16,14460,13786,81,288,70,235
SN17,304,251,5,34,8,6
SN2,70246,59687,1741,6033,915,1870
SN25,21546,18195,958,1414,255,724
SN3,54678,45611,1426,5439,787,1415
SN38,962,766,31,74,53,38
SN4,27475,25843,314,676,159,483
SN5,33639,28996,870,2168,640,965
SN6,21437,20390,179,356,140,372
SN7,14143,13369,182,272,88,232
SN8,24821,23869,107,345,98,402
SN9,7509,7284,46,57,33,89
SO1,120030,95054,4202,13676,3171,3927
SO14,15379,8409,899,4680,809,582
SO15,803,598,16,119,37,33
SO16,15008,10833,472,2578,512,613
SO17,15644,11563,479,2463,527,612
SO18,40552,35801,824,2184,480,1263
SO19,56896,52286,850,1647,471,1642
SO20,9530,9191,56,96,54,133
SO21,24820,23395,146,622,143,514
SO22,33106,29950,290,1625,324,917
SO23,19633,17822,140,956,199,516
SO24,9454,9151,32,102,30,139
SO3,92987,89117,486,1592,340,1452
SO30,3448,3142,37,163,28,78
SO31,1704,1524,34,90,4,52
SO32,1468,1326,44,45,6,47
SO4,114566,110934,535,1226,429,1442
SO40,742,702,0,22,3,15
SO41,738,709,4,5,8,12
SO45,132,128,0,2,0,2
SO5,109968,101648,897,4461,887,2075
SO50,1969,1676,30,180,28,55
SO51,2867,2726,32,49,14,46
SO53,3279,2687,57,382,79,74
SP1,23795,21988,261,950,157,439
SP10,42311,39226,480,1498,304,803
SP11,32340,29689,851,872,244,684
SP2,31152,28843,381,1179,231,518
SP3,12250,12015,33,66,21,115
SP4,37658,34073,1038,1193,583,771
SP5,21573,21013,72,178,55,255
SP6,13121,12868,23,80,21,129
SP7,14779,14246,76,181,54,222
SP8,13821,13509,35,138,47,92
SP9,11245,9025,734,820,310,356
SR1,10407,8172,500,1391,199,145
SR2,32768,29691,534,1844,315,384
SR3,36314,35350,146,380,117,321
SR4,38421,34029,834,2836,319,403
SR5,34009,33240,152,278,85,254
SR6,27021,26104,128,456,80,253
SR7,30150,29510,40,338,80,182
SR8,34140,33570,65,222,74,209
SS0,48305,39943,1878,4091,648,1745
SS1,30481,25974,1178,1865,444,1020
SS11,19388,18146,341,396,99,406
SS12,18968,17687,343,435,115,388
SS13,23830,20384,1670,861,242,673
SS14,28142,23294,2280,1358,318,892
SS15,34495,29388,1980,1799,306,1022
SS16,30547,25264,1852,2237,306,888
SS17,32733,30250,1065,634,175,609
SS2,35861,30923,1247,2013,505,1173
SS22,297,287,6,1,1,2
SS3,27598,25579,518,677,150,674
SS4,21758,20798,214,307,73,366
SS5,22004,21240,106,248,78,332
SS6,33636,32092,246,545,121,632
SS7,49573,46771,665,1091,219,827
SS8,38318,36621,495,447,197,558
SS9,47272,44151,417,1307,313,1084
ST1,35642,24544,1564,7038,1332,1164
ST10,26494,26006,34,192,43,219
ST11,10403,9926,17,286,56,118
ST12,5859,5498,41,219,9,92
ST13,27113,26503,62,219,50,279
ST14,22177,21380,143,318,68,268
ST15,24061,23107,104,351,100,399
ST16,36158,32117,692,2142,383,824
ST17,37674,34852,470,1192,314,846
ST18,16630,16090,80,199,44,217
ST19,16160,15608,77,178,31,266
ST2,36989,34536,975,543,229,706
ST20,7843,7647,22,61,31,82
ST21,5021,4858,21,51,18,73
ST3,67907,59922,997,5095,640,1253
ST4,56665,46858,1775,5746,1023,1263
ST5,81470,73941,1113,4217,745,1454
ST6,66279,55030,1616,6975,1107,1551
ST7,54234,52761,177,539,145,612
ST8,18334,18005,34,97,35,163
ST9,9309,9131,30,48,11,89
SW10,18709,12838,1099,1921,1606,1245
SW11,84983,57891,10488,7543,3629,5432
SW12,35785,26786,2937,2969,994,2099
SW13,17858,14549,333,1430,591,955
SW14,17213,14327,258,966,624,1038
SW15,65091,44448,5007,7518,3824,4294
SW16,82627,42410,16275,12757,4511,6674
SW17,62960,38953,6234,11440,2453,3880
SW18,64962,48373,4515,6282,2022,3770
SW19,77159,53391,4440,11393,3159,4776
SW1A,2105,1436,44,391,123,111
SW1E,2503,1620,112,426,224,121
SW1H,965,567,59,177,97,65
SW1P,12375,7427,979,2056,1102,811
SW1V,20737,12643,1681,2886,2133,1394
SW1W,7108,4702,479,928,637,362
SW1X,5855,4210,127,654,506,358
SW1Y,283,163,12,72,20,16
SW2,54680,29915,13866,2939,3405,4555
SW20,26658,19218,958,4043,819,1620
SW3,18392,13483,796,1887,1273,953
SW4,40586,25905,7763,2224,1869,2825
SW5,15134,9589,817,2327,1499,902
SW6,68111,48712,5828,5505,3923,4143
SW7,12714,8254,243,2501,1050,666
SW8,34535,17895,8390,3340,2398,2512
SW9,40916,19102,13722,2258,2572,3262
SY1,29991,28710,116,493,201,471
SY10,21643,21138,43,237,49,176
SY11,24271,23508,138,269,123,233
SY12,8499,8321,17,61,24,76
SY13,21566,21114,48,144,64,196
SY14,5452,5360,7,13,17,55
SY15,7860,7755,12,30,16,47
SY16,16121,15711,28,146,73,163
SY17,3664,3623,0,10,3,28
SY18,4178,4101,4,23,9,41
SY19,917,908,1,6,1,1
SY2,19158,18431,48,261,80,338
SY20,6677,6547,9,37,17,67
SY21,17230,16954,17,73,47,139
SY22,5920,5826,7,36,9,42
SY23,28661,26918,276,746,219,502
SY24,4409,4307,9,49,16,28
SY25,3109,3052,15,7,3,32
SY3,35842,33948,175,1004,175,540
SY4,24826,24267,50,205,54,250
SY5,21088,20325,72,446,34,211
SY6,8485,8299,19,56,18,93
SY7,9740,9471,16,144,33,76
SY8,17588,17262,26,81,48,171
SY9,1971,1923,7,21,3,17
TA1,44618,41126,355,1981,408,748
TA10,10873,10672,13,59,41,88
TA11,9001,8817,13,48,14,109
TA12,6023,5896,12,50,24,41
TA13,4590,4493,15,16,6,60
TA14,3378,3327,7,9,7,28
TA15,477,473,0,0,1,3
TA16,2031,2003,4,8,1,15
TA17,707,695,0,0,3,9
TA18,9362,9152,21,60,26,103
TA19,12687,12442,28,76,15,126
TA2,30819,29298,244,620,180,477
TA20,21145,20494,128,147,109,267
TA21,21894,21119,136,346,89,204
TA22,2423,2389,5,10,7,12
TA23,7062,6968,9,23,12,50
TA24,16948,16572,28,106,38,204
TA3,12950,12728,14,57,22,129
TA4,17679,17365,30,93,32,159
TA5,12639,12365,55,50,47,122
TA6,53300,50698,259,1203,412,728
TA7,14530,14352,7,65,27,79
TA8,16968,16481,42,246,43,156
TA9,12292,11961,25,112,42,152
TD12,1318,1304,1,3,0,10
TD15,15942,15637,28,132,43,102
TF1,47628,39076,1550,4856,654,1492
TF10,23265,22123,153,552,107,330
TF11,13907,13048,105,257,210,287
TF12,5986,5881,7,32,10,56
TF13,3628,3567,7,16,6,32
TF2,38566,34196,955,1962,424,1029
TF3,28883,24801,1587,1462,237,796
TF4,19534,17940,419,548,99,528
TF5,5008,4593,44,235,30,106
TF6,3546,3415,22,48,3,58
TF7,19821,18170,620,398,102,531
TF8,580,562,1,13,2,2
TF9,23693,22846,150,292,93,312
TN1,15834,13524,289,1113,323,585
TN10,18176,16954,129,560,113,420
TN11,19212,18049,115,535,82,431
TN12,30368,29042,201,454,143,528
TN13,27803,24880,311,1269,304,1039
TN14,16022,15062,116,363,107,374
TN15,22399,21092,190,505,112,500
TN16,18840,17721,287,280,82,470
TN17,14906,14307,88,174,63,274
TN18,7408,7220,14,68,33,73
TN19,5858,5694,20,47,18,79
TN2,28749,25725,340,1620,324,740
TN20,4426,4220,39,71,8,88
TN21,16077,15553,52,162,78,232
TN22,25793,24739,89,387,105,473
TN23,47080,38947,1840,3950,1143,1200
TN24,35643,30046,1189,2975,538,895
TN25,16678,15619,251,397,84,327
TN26,13201,12789,73,141,40,158
TN27,11212,10761,45,129,36,241
TN28,9177,8974,26,74,16,87
TN29,11805,11576,12,89,22,106
TN3,15276,14516,78,295,51,336
TN30,9548,9245,36,91,42,134
TN31,14331,13944,41,104,52,190
TN32,4667,4486,18,57,11,95
TN33,12424,12036,41,100,43,204
TN34,34809,32086,443,838,450,992
TN35,16794,16022,102,246,78,346
TN36,2229,2183,4,21,1,20
TN37,21756,19386,403,866,467,634
TN38,24306,22111,367,677,397,754
TN39,28626,27164,169,483,210,600
TN4,25722,23234,278,1158,279,773
TN40,15449,14337,186,470,101,355
TN5,8018,7704,43,69,28,174
TN6,24499,23428,122,391,139,419
TN7,1860,1800,1,21,12,26
TN8,12255,11530,80,217,71,357
TN9,15924,14106,136,1048,186,448
TQ1,36605,35012,153,626,206,608
TQ10,4066,3977,5,15,15,54
TQ11,5028,4919,9,18,11,71
TQ12,61537,60028,127,501,167,714
TQ13,19794,19346,30,110,40,268
TQ14,19200,18729,27,159,60,225
TQ2,33439,31646,119,890,166,618
TQ3,34101,32985,86,434,121,475
TQ4,19650,19111,44,227,73,195
TQ5,18701,18278,38,106,53,226
TQ6,8332,8036,30,72,117,77
TQ7,17464,17158,25,89,45,147
TQ8,1570,1544,2,2,2,20
TQ9,16778,16139,33,166,89,351
TR1,24412,22677,151,727,354,503
TR10,15924,15098,63,158,262,343
TR11,30509,29095,132,343,362,577
TR12,9802,9424,35,51,184,108
TR13,20547,19932,52,82,255,226
TR14,30877,30010,37,177,347,306
TR15,23391,22624,47,153,310,257
TR16,15304,14828,25,59,248,144
TR17,2401,2328,1,14,33,25
TR18,20886,20055,37,162,293,339
TR19,9130,8834,7,54,147,88
TR2,9867,9617,12,40,96,102
TR20,7578,7357,13,36,108,64
TR21,1592,1553,2,6,13,18
TR22,175,167,2,0,3,3
TR24,152,151,0,0,0,1
TR25,135,133,0,0,1,1
TR26,11020,10574,20,90,160,176
TR27,13886,13481,21,71,132,181
TR3,11669,11277,15,108,111,158
TR4,10824,10546,13,44,92,129
TR5,3757,3623,6,15,54,59
TR6,3722,3582,6,39,36,59
TR7,23281,22434,34,186,200,427
TR8,9917,9687,18,39,64,109
TR9,7402,7167,19,44,72,100
TS1,21739,11446,2198,5954,1585,556
TS10,38291,37402,74,270,219,326
TS11,11257,11096,14,44,20,83
TS12,22432,22104,24,116,24,164
TS13,10047,9924,19,48,15,41
TS14,18749,18420,22,117,21,169
TS15,15198,14153,63,539,137,306
TS16,11675,11039,60,314,86,176
TS17,48081,43242,522,2985,435,897
TS18,28855,23586,795,3487,537,450
TS19,34675,32681,458,958,168,410
TS2,1024,992,8,6,4,14
TS20,19941,19250,176,185,123,207
TS21,12163,11879,28,125,23,108
TS22,10884,10148,62,468,94,112
TS23,27831,27263,58,212,87,211
TS24,25570,24594,172,367,191,246
TS25,39228,38248,177,392,209,202
TS26,22359,21255,84,691,135,194
TS27,10135,9951,21,88,12,63
TS28,5336,5273,5,28,7,23
TS29,5786,5711,9,33,4,29
TS3,30520,28178,644,758,330,610
TS4,19044,15411,473,2299,362,499
TS5,37035,29673,337,5195,972,858
TS6,29574,28507,92,471,202,302
TS7,23500,22298,80,679,137,306
TS8,19414,18749,90,274,79,222
TS9,11902,11699,19,66,19,99
TW1,31500,26114,654,2290,792,1650
TW10,20757,16376,355,1827,879,1320
TW11,24701,21159,373,1417,550,1202
TW12,23286,18986,508,2013,574,1205
TW13,40404,22230,3356,10513,2244,2061
TW14,33915,16438,2802,11303,2007,1365
TW15,31155,24530,776,4120,663,1066
TW16,22329,17535,664,2570,566,994
TW17,13387,12148,93,592,159,395
TW18,27171,21943,505,3218,546,959
TW19,17889,11483,615,4322,807,662
TW2,30828,23544,639,3955,1082,1608
TW20,24837,19611,515,3056,639,1016
TW3,52396,15167,2850,28611,3793,1975
TW4,29767,7823,1998,16644,2363,939
TW5,31447,6373,1955,18966,3189,964
TW6,1760,654,108,810,102,86
TW7,40271,21336,3096,10873,2650,2316
TW8,25977,15595,2738,3868,2054,1722
TW9,20282,15873,376,1966,828,1239
UB1,47673,5109,4798,31734,4978,1054
UB10,41462,22764,2121,12277,2391,1909
UB11,1730,650,242,653,106,79
UB18,501,21,17,350,99,14
UB2,37043,3981,4059,23439,4591,973
UB3,54353,14026,6348,26861,5127,1991
UB4,42115,12265,4810,19427,4086,1527
UB5,49789,18876,8542,14403,5235,2733
UB6,48873,20266,4804,15064,6476,2263
UB7,35330,18438,3316,10056,1893,1627
UB8,36619,19816,3377,9181,2144,2101
UB9,13314,10547,321,1572,340,534
W1,194,144,3,27,8,12
W10,38111,18478,6822,4394,5321,3096
W11,31832,18752,3800,3737,3069,2474
W12,51786,28064,9300,6053,4525,3844
W13,38132,23599,3241,5773,3012,2507
W14,35386,21784,3311,4322,3616,2353
W1A,9913,6531,303,1573,906,600
W1B,572,425,14,66,38,29
W1C,933,521,17,179,157,59
W1D,1114,564,144,251,94,61
W1G,1146,857,33,127,77,52
W1H,5000,3098,145,922,517,318
W1J,188,127,3,27,24,7
W1K,300,139,4,133,11,13
W1M,1313,719,104,253,169,68
W1N,334,190,11,75,26,32
W1P,3298,1810,197,777,256,258
W2,41668,22616,2923,6954,6299,2876
W3,57207,30113,7109,8930,7372,3683
W4,44894,33038,2158,4363,2287,3048
W5,45457,28192,2580,7697,4220,2768
W6,30276,19009,3254,3889,2083,2041
W7,27882,16020,3486,4388,1987,2001
W8,14316,10058,439,1611,1310,898
W9,32358,17674,3570,4107,4697,2310
WA1,25471,23574,242,1025,272,358
WA10,42306,40726,188,639,297,456
WA11,39436,38497,113,327,177,322
WA12,25955,24913,98,411,135,398
WA13,14054,13300,48,341,60,305
WA14,33186,26471,454,4253,852,1156
WA15,40536,32856,560,4915,963,1242
WA16,21328,20169,103,530,123,403
WA2,41490,39150,393,895,439,613
WA3,49165,47069,346,806,211,733
WA4,50655,47913,300,1224,410,808
WA5,59655,54509,456,3209,593,888
WA6,19130,18582,44,207,51,246
WA7,61847,59747,256,631,336,877
WA8,63630,61475,212,766,347,830
WA9,50037,48106,312,768,318,533
WC1A,2626,1435,165,669,168,189
WC1B,650,403,31,151,30,35
WC1E,805,389,25,309,36,46
WC1H,6997,3268,578,2212,458,481
WC1N,4443,2224,376,1273,317,253
WC1R,219,122,16,45,23,13
WC1V,331,177,16,97,19,22
WC1X,3600,1987,423,734,215,241
WC2A,342,243,9,60,17,13
WC2B,1367,842,116,226,81,102
WC2E,708,440,22,157,37,52
WC2H,748,429,40,154,60,65
WD1,80069,49398,4197,20346,2687,3441
WD17,477,263,36,130,7,41
WD18,470,160,57,194,23,36
WD19,460,335,11,84,11,19
WD2,78777,55358,4281,13261,2430,3447
WD23,226,169,7,31,14,5
WD24,293,175,11,84,10,13
WD25,1214,691,86,342,30,65
WD3,40932,33222,585,5050,576,1499
WD4,10817,9761,167,442,101,346
WD5,10164,8986,225,514,96,343
WD6,41904,31767,2958,3849,1780,1550
WD7,11336,9382,266,908,407,373
WF1,45099,34987,1578,6524,1047,963
WF10,51606,49666,467,664,164,645
WF11,17346,16861,119,153,55,158
WF12,40600,25898,255,13240,458,749
WF13,30889,11650,293,17363,719,864
WF14,20180,18802,139,750,75,414
WF15,18529,16580,148,1335,73,393
WF16,10565,6165,108,3954,96,242
WF17,40376,22566,336,16081,430,963
WF2,53030,47242,1133,3020,671,964
