outcode,Single,Married,Seperated,Divorced,Widowed
IP30,3275,6718,247,1162,767
IP31,4210,9161,289,1520,1116
IP32,5394,6431,335,1634,801
IP33,5973,8375,429,1946,1529
IP4,10527,13151,622,2891,1645
IP5,3972,7615,318,1282,932
IP6,4256,7038,301,1453,1013
IP7,3640,7132,278,1194,1019
IP8,2512,4213,154,842,474
IP9,2493,5208,198,912,702
KT1,11456,8642,475,1661,756
KT10,4891,11164,316,1267,1136
KT11,3774,7503,240,1168,940
KT12,10663,16189,641,2955,1870
KT13,5000,9000,350,1644,1007
KT14,3477,5300,223,1021,673
KT15,8202,11569,476,2165,1467
KT16,5603,7322,342,1704,1023
KT17,7761,13201,367,1677,1493
KT18,5079,8342,270,1292,968
KT19,10070,15014,527,2338,1570
KT2,9103,13471,468,1796,1146
KT20,4501,8629,308,1449,1176
KT21,2955,6718,203,812,867
KT22,6147,10172,401,1581,1147
KT23,2271,4764,154,725,738
KT24,1513,4053,85,440,482
KT3,11585,16867,546,2079,1675
KT4,7399,12128,377,1598,1290
KT5,6891,8372,289,1256,838
KT6,10749,11183,493,1983,1041
KT7,2021,3908,125,513,408
KT8,5361,8242,323,1576,934
KT9,5908,7632,317,1386,813
L1,14173,1489,135,490,185
L10,5701,5627,282,1003,970
L11,12829,8212,660,2235,1774
L12,10460,11801,521,1880,1744
L13,13691,8748,750,2403,1541
L14,10452,8145,560,1825,1504
L15,16885,7720,465,1653,1171
L16,4176,6450,151,650,760
L17,11271,6642,420,1661,1028
L18,8733,9809,321,1362,1211
L19,8090,7239,407,1496,1085
L2,4023,378,49,113,19
L20,15780,9490,1017,3004,1916
L21,9045,6491,525,1885,1316
L22,5323,4922,294,1232,757
L23,8145,11827,426,2025,1969
L24,7036,4546,414,1191,778
L25,10661,11477,559,2538,2298
L26,5003,4951,262,891,743
L27,2427,1438,121,445,500
L28,2419,1290,162,467,380
L3,10993,2298,257,739,361
L30,7456,5894,385,1522,1221
L31,8535,13093,393,1989,2282
L32,8707,5714,474,1427,1129
L33,7145,4476,442,1059,705
L34,5608,5652,302,1188,927
L35,9330,11511,578,2097,1987
L36,14224,11259,758,2477,2184
L37,5333,10783,267,1532,1921
L38,443,1186,23,151,158
L39,11944,11565,328,1903,1921
L4,17719,9814,971,2852,2175
L40,4830,8836,271,1552,1238
L5,5130,2337,308,836,612
L6,10748,4985,460,1426,853
L67,105,23,8,10,1
L68,199,183,8,27,15
L69,4370,757,100,357,154
L7,10447,2955,294,725,483
L70,53,23,1,8,8
L8,12125,5674,578,1586,1035
L9,11393,7834,573,1953,1321
LA1,25145,16648,925,3911,2191
LA10,1008,1771,66,288,226
LA11,2434,5549,136,931,985
LA12,5047,9031,298,1701,1348
LA13,6051,8643,281,1643,1336
LA14,11164,10987,675,3228,2145
LA15,2210,2668,150,657,450
LA16,788,1409,45,239,189
LA17,248,590,17,87,93
LA18,2352,3262,151,705,589
LA19,199,288,10,64,56
LA2,6639,10233,304,1670,1459
LA20,239,565,10,84,68
LA21,391,634,24,121,80
LA22,1675,1949,73,379,333
LA23,2185,3429,128,613,544
LA3,7141,8916,570,2350,1505
LA4,6909,8490,552,2481,1906
LA5,3733,7712,274,1456,1267
LA6,2321,5463,167,913,828
LA7,1087,2148,68,375,360
LA8,2021,4086,104,619,475
LA9,8645,12193,479,2692,1889
LD1,3244,5291,238,1123,879
LD2,1455,2296,135,448,395
LD3,4910,7634,320,1624,1265
LD4,176,336,8,74,54
LD5,192,353,15,78,51
LD6,732,1058,52,212,219
LD7,1171,2043,89,400,311
LD8,786,1523,68,329,258
LE1,14129,4295,360,902,364
LE10,14616,21053,966,4555,2863
LE11,29310,19976,938,3967,2626
LE12,19010,29003,1251,5466,3550
LE13,7632,11078,553,2451,1653
LE14,4290,8727,283,1497,1011
LE15,9272,15761,678,2754,2059
LE16,9746,16859,664,3202,2344
LE17,5461,10392,369,1735,1183
LE18,9549,13092,606,2535,2163
LE19,5342,7318,348,1437,965
LE2,45414,42548,1978,6828,5381
LE3,38257,35285,1944,7224,4587
LE4,28775,43992,1686,5566,5698
LE5,23282,39302,1222,4061,4041
LE55,154,201,6,53,17
LE6,22409,34047,1464,6889,4624
LE65,207,330,14,57,10
LE67,1715,2209,83,400,177
LE7,12088,20441,752,3433,2612
LE8,10028,16662,626,3052,2086
LE9,14452,22525,1019,4473,2879
LL11,13807,16348,773,3864,2555
LL12,6358,10681,352,2022,1699
LL13,10917,10565,615,2762,1648
LL14,10226,11564,556,2959,1912
LL15,3110,4661,177,888,706
LL16,4588,5879,272,1252,928
LL17,1630,2292,116,520,368
LL18,12268,13700,902,3852,2715
LL19,5161,7320,330,1888,1432
LL20,1862,2882,116,648,458
LL21,1674,2681,81,493,399
LL22,4846,7882,365,1750,1424
LL23,1081,1330,62,257,262
LL24,643,985,29,218,121
LL25,130,190,12,25,32
LL26,1281,1574,45,347,318
LL27,188,244,10,58,40
LL28,3523,6043,262,1411,1281
LL29,5592,6000,377,1769,995
LL30,6115,8341,383,2213,1906
LL31,2475,3493,160,836,653
LL32,1718,2518,90,569,360
LL33,1446,1598,73,426,286
LL34,1246,1445,106,433,273
LL35,217,425,18,93,109
LL36,1039,1737,66,401,368
LL37,182,304,13,63,54
LL38,163,286,15,74,68
LL39,107,110,2,21,21
LL40,1248,1702,59,345,282
LL41,1990,1959,113,539,349
LL42,649,769,39,216,154
LL43,102,217,13,51,38
LL44,149,337,10,86,66
LL45,216,401,9,91,89
LL46,499,760,40,149,155
LL48,843,1061,45,207,207
LL49,1137,1303,63,350,298
LL51,387,508,20,76,62
LL52,713,1254,47,231,290
LL53,4386,6024,211,1169,1071
LL54,3454,4395,156,913,757
LL55,7057,6924,311,1618,1200
LL56,796,747,31,189,131
LL57,11724,6575,327,1555,1094
LL58,985,1667,64,366,282
LL59,1505,2111,74,444,361
LL60,852,1290,36,275,197
LL61,1434,2222,60,428,454
LL62,699,1172,42,209,166
LL63,376,680,27,142,145
LL64,160,232,11,54,52
LL65,7170,8363,430,2097,1467
LL66,470,841,34,171,140
LL67,248,387,14,109,61
LL68,1308,1998,112,453,301
LL69,88,119,4,24,20
LL70,59,156,5,32,33
LL71,549,760,21,172,107
LL72,143,235,9,56,64
LL73,121,237,2,38,25
LL74,476,1179,29,207,250
LL75,333,571,16,155,118
LL76,87,206,3,26,27
LL77,1788,2057,85,489,381
LN1,17325,10655,582,2724,1560
LN10,1338,3765,99,615,731
LN11,7483,12837,609,2833,2087
LN12,2908,6469,262,1373,1515
LN13,1861,3659,157,718,631
LN2,14231,14979,783,3539,2133
LN3,3839,7525,280,1377,1058
LN4,9751,18302,726,3463,2448
LN5,11608,11610,615,2838,1565
LN6,17703,23307,1109,4973,3316
LN7,1586,2983,152,564,446
LN8,1943,3327,153,782,589
LN9,2125,3857,212,878,660
LS1,13105,1744,195,467,217
LS10,15149,10661,835,2736,1611
LS11,14179,10710,1005,2673,1295
LS12,16934,11981,1004,3472,1895
LS13,14566,11074,855,3101,1617
LS14,14141,11772,838,3110,1830
LS15,9835,13742,558,2416,2080
LS16,12126,15872,544,2589,2068
LS17,10422,19399,628,2838,2337
LS18,6574,8328,280,1336,1022
LS19,5436,7720,310,1572,1139
LS2,9046,1072,101,243,63
LS20,3006,5708,166,889,720
LS21,4567,7556,252,1497,1119
LS22,3541,7867,269,1224,1119
LS23,2522,4188,157,730,595
LS24,2996,5794,214,1070,678
LS25,11506,18450,649,3464,2550
LS26,8716,12335,541,2461,1854
LS27,12065,12974,705,2883,1880
LS28,11035,14401,663,2834,2155
LS29,6705,14627,486,2403,2226
LS3,1283,303,28,72,45
LS4,6122,1691,121,371,214
LS5,3264,1632,121,471,280
LS6,33329,6773,479,1573,1029
LS7,12822,7920,680,1898,1017
LS8,15546,17412,992,2615,1965
LS9,16107,9315,1036,2503,1294
LU1,17623,16239,1163,3114,1682
LU2,19823,23113,1229,4279,2603
LU3,17574,24539,1190,3539,2773
LU4,15266,20245,978,2909,2367
LU5,12792,15641,796,3309,2029
LU6,8448,13105,581,2482,1587
LU7,15965,24744,1087,4559,2593
M1,15114,1817,177,411,158
M10,19333,12702,1284,3287,2140
M11,9392,6118,662,1608,802
M12,7480,7569,506,1143,607
M13,14281,6515,373,771,493
M14,33011,10130,817,1962,1187
M15,14768,3532,391,893,349
M16,14700,10666,641,1955,1243
M17,977,624,35,161,46
M18,8840,6556,639,1559,885
M19,13403,11695,720,1880,1303
M2,196,55,7,14,2
M20,23047,13049,647,2363,1585
M21,11842,8069,447,1579,908
M22,17447,11501,1035,3418,1836
M23,12563,8989,691,2582,1379
M24,17716,16847,1215,4050,2706
M25,16696,19930,934,3731,2827
M26,11412,10719,742,2945,1562
M27,15783,14408,827,3190,2208
M28,18932,19239,1035,4209,2787
M29,13818,16189,882,3797,2398
M3,12606,2194,253,592,164
M30,22466,16681,1253,4693,2889
M31,13949,18733,763,3588,2854
M32,9325,8810,513,1816,1129
M33,15808,24041,927,4060,3022
M34,15549,16358,978,3901,3067
M35,15095,14350,876,3188,2575
M4,11644,1878,162,420,116
M40,479,314,43,61,27
M41,81,43,9,32,15
M43,204,264,15,40,44
M44,347,383,15,79,7
M46,473,372,32,87,13
M5,16095,4766,481,1267,629
M50,2132,601,36,106,13
M6,14316,7508,668,1974,1388
M7,11085,10148,564,1593,1047
M8,8904,11330,638,1401,998
M9,14314,10061,1014,2740,1491
ME1,12054,12218,795,3063,1717
ME10,15732,18950,1066,3964,2526
ME11,1634,1471,135,408,276
ME12,13230,14030,994,3642,2232
ME13,8147,11349,592,2544,1656
ME14,11339,15350,754,2892,1688
ME15,15245,20040,991,4182,2660
ME16,9478,12632,636,2488,1594
ME17,6098,11086,432,1913,1411
ME18,1780,3473,134,640,405
ME19,6171,10954,479,1979,1042
ME2,12449,15344,800,3203,1904
ME20,5389,8288,372,1661,1098
ME3,7726,11772,543,2130,1571
ME4,11597,9655,952,2566,1212
ME5,14776,19685,991,3983,2377
ME6,3289,3791,240,933,515
ME7,16742,16048,1209,4014,2014
ME8,13064,19719,928,3865,3056
ME9,5345,8553,356,1596,1009
MK1,3731,3937,276,891,549
MK10,7006,8640,449,1378,313
MK11,3388,4338,213,913,547
MK12,5520,6052,371,1323,673
MK13,5263,5789,355,1409,697
MK14,5922,6854,446,1651,809
MK15,1758,2915,118,612,395
MK16,4972,8586,371,1543,1151
MK17,5131,9385,372,1687,1105
MK18,8505,14387,589,2551,1596
MK19,2898,5460,198,842,505
MK2,4482,4346,379,1042,618
MK3,7084,9465,489,1710,1285
MK4,6968,9514,450,1655,534
MK40,14717,13950,949,3214,1920
MK41,11392,16564,738,3326,2289
MK42,17027,18681,1217,4124,2186
MK43,10970,17052,621,2856,1740
MK44,3662,7947,277,1333,926
MK45,11993,20946,812,3573,2326
MK46,1982,3882,143,742,505
MK5,3932,6224,231,1053,579
MK6,8941,7693,714,2149,947
MK7,4238,5299,287,1048,458
MK8,3340,4706,202,759,276
MK9,1867,1036,111,222,34
N1,48508,19573,1765,5339,2116
N10,10091,9965,506,1723,829
N11,12527,11613,722,2409,1253
N12,10028,12687,558,2014,1392
N13,12369,13351,796,2402,1459
N14,8025,11860,480,1607,1352
N15,23870,13859,1359,3481,1415
N16,26103,16160,1105,3147,1401
N17,28496,17013,1934,5104,2004
N18,11516,10372,925,2262,1179
N19,20036,8798,870,2685,1159
N1C,825,314,26,63,32
N2,8157,9511,431,1558,977
N20,4596,7207,243,979,753
N21,5486,8903,306,1225,1006
N22,17453,11150,969,2949,1298
N3,7860,10079,356,1584,1081
N4,27864,11820,1162,3102,1267
N5,12089,5842,388,1191,521
N6,6792,5857,280,1106,594
N7,26286,9518,931,2802,1115
N8,16031,10054,716,2385,1031
N9,16452,14168,1368,3439,1765
NE1,17918,2253,302,680,301
NE10,12192,12285,781,3000,2265
NE11,5172,5879,344,1312,926
NE12,11652,13993,760,3128,2148
NE13,6011,9242,406,1558,1242
NE15,11530,12627,806,2736,1990
NE16,6081,10284,444,1799,1545
NE17,1542,1686,121,472,297
NE18,231,421,18,62,56
NE19,885,2122,71,311,205
NE2,21137,4628,259,1157,765
NE20,2039,5891,129,601,797
NE21,5378,6610,372,1397,1104
NE22,5618,7717,517,1731,1228
NE23,10962,15655,880,3307,2365
NE24,11802,13689,954,3448,2406
NE25,7777,13505,555,2678,1955
NE26,4072,7395,299,1318,1163
NE27,4535,5589,336,1275,579
NE28,15591,14946,1067,3903,2426
NE29,12086,11696,903,3388,2210
NE3,14542,18695,828,3380,2540
NE30,4989,7962,359,1570,1274
NE31,8185,7714,537,1966,1308
NE32,7304,7535,518,2032,1447
NE33,10073,9058,777,2821,1733
NE34,15125,16594,1112,3956,3031
NE35,2051,2593,147,599,339
NE36,1621,2868,111,515,440
NE37,6639,7212,501,1823,1258
NE38,7893,12156,535,2360,1607
NE39,2081,3310,149,605,585
NE4,13894,11736,847,1807,1167
NE40,4122,5905,295,1198,800
NE41,369,907,37,117,99
NE42,3076,4867,244,1056,750
NE43,914,2321,76,299,313
NE44,318,855,19,98,97
NE45,576,1437,47,269,324
NE46,3650,6498,292,1220,1122
NE47,1631,3172,115,600,417
NE48,640,1317,44,220,188
NE49,966,1242,60,337,240
NE5,15044,15476,1012,3654,2738
NE6,22875,11860,1115,3401,2118
NE61,8941,15632,738,3071,2284
NE62,2241,3342,180,751,585
NE63,8438,9447,746,2447,1498
NE64,1488,1723,164,538,401
NE65,4363,9392,371,1563,1352
NE66,4088,7657,361,1421,1142
NE67,184,506,20,77,54
NE68,382,749,38,148,170
NE69,70,164,7,31,31
NE7,4027,5893,198,827,635
NE70,461,962,32,165,120
NE71,585,1250,69,233,254
NE8,13486,7674,653,2170,1157
NE9,10506,12209,668,2638,2141
NG1,17739,1737,186,632,195
NG10,14191,17145,887,4287,2536
NG11,13426,13901,656,2887,2391
NG12,9051,16795,561,2647,2347
NG13,5243,9976,432,1872,1305
NG14,5178,9250,303,1628,1247
NG15,13446,17879,803,3522,2480
NG16,17149,24710,1136,5128,3820
NG17,22054,26715,1514,6586,4307
NG18,15386,17361,1066,4443,2599
NG19,13677,19037,912,4375,2992
NG2,20099,19204,984,3625,2197
NG20,8310,9983,559,2329,1717
NG21,6845,9022,441,2094,1409
NG22,7370,12017,608,2479,1702
NG23,3575,8605,253,1355,1151
NG24,13675,16666,1021,4351,2613
NG25,2125,3698,98,608,624
NG3,19924,16204,1118,3927,2132
NG31,13410,17978,992,4361,2619
NG32,2178,5757,195,972,763
NG33,2096,4454,159,870,532
NG34,10130,18096,903,3729,2498
NG4,12708,13257,766,3216,2089
NG5,29946,28379,1581,6755,4412
NG6,13583,10493,861,3114,1728
NG7,40796,10651,770,2227,1077
NG8,19642,20969,1092,3884,2935
NG9,22819,26160,1128,5088,3808
NN1,16501,10296,810,2895,1198
NN10,11466,15319,917,3669,2157
NN11,11407,17112,857,3538,2018
NN12,6574,11815,440,2033,1274
NN13,5887,9456,338,1786,973
NN14,12063,20579,969,3933,2465
NN15,11669,16788,839,3377,2275
NN16,9669,9160,732,2575,1164
NN17,10418,11731,774,2926,1692
NN18,11981,12921,911,3010,1430
NN2,13878,14408,871,3266,1994
NN29,2913,5118,253,1031,710
NN3,21640,27596,1467,5708,3504
NN4,14647,20367,989,3745,1792
NN5,13567,15424,968,3402,2100
NN6,8172,16186,653,2716,1845
NN7,6261,12181,502,2239,1507
NN8,16903,18637,1246,4599,2735
NN9,7449,10395,676,2314,1422
NP1,16164,21651,988,4644,3312
NP10,2306,3149,106,569,207
NP11,239,427,7,72,20
NP12,9359,11723,513,2524,1848
NP13,6031,6435,358,1676,1204
NP15,2539,5416,186,893,675
NP16,5593,9584,401,1918,1315
NP18,4489,7857,272,1315,1085
NP19,18681,17530,1142,4032,2442
NP2,8368,8162,504,2106,1568
NP20,17620,17489,950,4287,2774
NP23,10054,10516,613,2702,1988
NP25,3446,6262,252,1299,1006
NP26,5660,10027,359,1806,1329
NP3,110,144,2,34,15
NP4,13601,17045,836,3813,2840
NP44,13540,16577,765,4224,2680
NP7,6412,10711,433,2274,1849
NP8,891,2214,71,351,343
NR1,14707,8197,755,3126,1383
NR10,6653,11156,505,2440,1417
NR11,4511,9247,370,1891,1398
NR12,4872,9905,465,2026,1651
NR13,6906,13537,498,2615,1794
NR14,6531,12304,406,2289,1547
NR15,3672,7584,273,1356,1014
NR16,2836,5544,216,1040,666
NR17,4267,7291,319,1450,1038
NR18,5175,8350,409,1711,1113
NR19,5683,8416,428,1961,1305
NR2,13804,6967,630,2576,1012
NR20,4520,9272,336,1723,1311
NR21,4139,6855,271,1620,1171
NR22,179,220,17,60,43
NR23,772,1383,65,328,300
NR24,1115,1817,77,396,270
NR25,1815,3733,134,754,807
NR26,1656,3773,122,713,796
NR27,2780,4760,227,1237,1011
NR28,3926,6356,311,1644,1271
NR29,5146,9622,336,1916,1583
NR3,13939,8196,785,3196,1184
NR30,10457,8940,734,3518,1838
NR31,14528,18056,951,4815,3110
NR32,11560,14106,842,4036,2536
NR33,10427,15393,717,3787,2836
NR34,5129,9058,388,1958,1452
NR35,2547,4290,164,956,780
NR4,10832,8117,317,1664,1294
NR5,11943,9541,540,2473,1354
NR6,5776,9407,387,1989,1493
NR7,8524,12261,483,2698,1932
NR8,5266,8820,368,1689,1045
NR9,4032,7760,256,1418,988
NW1,32045,14851,1271,3801,1857
NW10,41529,28858,2585,6747,3426
NW11,10194,13395,528,1909,1403
NW2,26013,20690,1490,3973,2175
NW3,20137,17438,893,3332,1627
NW4,11372,12393,582,2021,1155
NW5,11241,5830,438,1499,746
NW6,29076,16981,1383,4093,1585
NW7,7217,10834,457,1444,1003
NW8,11847,9724,579,1906,1200
NW9,24091,27227,1347,3534,2279
OL1,10107,9312,760,1936,1263
OL10,9431,8943,708,2397,1488
OL11,14993,18601,1117,3571,2696
OL12,13887,16869,991,3470,2239
OL13,5056,5424,376,1397,757
OL14,5073,5234,309,1501,864
OL15,4355,5765,332,1277,861
OL16,9860,11645,719,2195,1406
OL2,11570,14586,773,3317,2647
OL3,3666,6893,234,1225,1018
OL4,12660,17026,937,2783,1966
OL5,3975,3853,226,1092,576
OL6,10302,10384,629,2275,1517
OL7,4925,5157,415,1226,929
OL8,13529,14712,1032,2508,1677
OL9,11248,12544,703,2144,1727
OX1,20385,7037,236,1091,767
OX10,7264,12588,460,2054,1541
OX11,13307,17716,746,3038,1587
OX12,7789,12763,519,2096,1649
OX13,4293,7553,224,1137,705
OX14,11885,17415,635,3042,2100
OX15,5230,10143,332,1633,1083
OX16,16474,18069,998,4282,2300
OX17,3207,7050,215,1198,897
OX18,7521,11728,551,2065,1199
OX2,12818,14556,463,2381,1677
OX20,1686,2938,108,512,391
OX25,3506,5963,258,1009,527
OX26,10631,14308,578,2693,1337
OX27,1728,2862,120,465,280
OX28,8346,11254,517,2505,1633
OX29,5715,10758,401,1691,1290
OX3,19697,15744,582,2525,1686
OX33,1926,3147,79,502,398
OX39,2063,3611,104,604,366
OX4,29257,18089,1059,3818,2127
OX44,1818,3569,114,506,368
OX49,935,2022,64,311,273
OX5,6089,9825,365,1709,1327
OX7,5208,9312,340,1723,1284
OX9,3799,6618,258,1129,793
PE1,18547,17872,1261,4345,2240
PE10,5902,10860,498,2141,1536
PE11,12657,18681,892,4298,2994
PE12,10078,18153,781,3632,3037
PE13,11449,13874,760,3787,2593
PE14,5775,9733,437,1969,1442
PE15,8454,12180,611,2736,2008
PE16,3107,4153,235,1029,644
PE17,15872,26986,1153,5059,3413
PE18,14687,22229,1059,4680,2824
PE19,11131,16163,753,3414,2087
PE2,16232,18307,1161,4597,2280
PE20,4122,6319,325,1407,1029
PE21,13769,15748,909,4418,2650
PE22,3576,7182,254,1393,1073
PE23,2063,3768,173,751,609
PE24,2560,5220,223,1035,1023
PE25,6560,7944,503,2357,1714
PE27,70,86,4,24,1
PE28,664,848,46,128,24
PE29,509,467,25,90,10
PE3,10007,11620,753,2661,1513
PE30,14546,16426,935,4488,2576
PE31,4137,9276,328,1949,1816
PE32,3558,7061,252,1311,971
PE33,3713,6701,244,1150,843
PE34,3154,5588,206,1074,829
PE36,1139,2376,105,586,643
PE37,2602,4844,213,1095,965
PE38,3662,6088,288,1299,1241
PE4,8574,10625,609,2768,1521
PE5,293,648,15,101,72
PE6,8770,17119,711,3247,2085
PE7,12714,17871,924,3664,2069
PE8,3985,7606,347,1359,882
PE9,7629,12662,531,2852,1911
PL1,14492,6985,847,3355,1240
PL10,876,1743,79,361,264
PL11,2320,4175,206,1007,672
PL12,4961,9952,433,2045,1453
PL13,2487,4837,222,1147,845
PL14,6116,9858,481,2375,1593
PL15,5386,9606,436,1946,1296
PL16,233,373,9,79,53
PL17,2319,4481,163,909,664
PL18,1178,2267,111,543,288
PL19,3550,6945,255,1472,1097
PL2,10824,10279,793,3127,1397
PL20,2952,6032,252,1241,900
PL21,4789,9344,328,1741,1093
PL22,1031,1786,77,419,283
PL23,768,1499,49,298,240
PL24,2798,4264,213,1167,775
PL25,7820,11192,500,2778,1871
PL26,7240,11613,499,2604,1701
PL27,3114,5287,199,1179,869
PL28,1060,1671,69,370,260
PL29,362,670,29,135,141
PL3,8939,10936,595,2690,1658
PL30,2255,4788,143,815,638
PL31,4691,4922,321,1454,800
PL32,1046,1592,69,390,239
PL33,510,788,34,211,110
PL34,331,658,32,170,120
PL35,161,316,16,89,54
PL4,17800,5587,664,2379,793
PL5,13747,14631,1117,4472,2397
PL6,10362,16812,760,3388,2425
PL7,7689,13865,586,2599,1865
PL8,961,2592,66,444,354
PL9,6165,13175,442,2215,2032
PO1,17640,7510,766,2818,1200
PO10,5224,8776,359,1859,1456
PO11,3738,7816,350,1833,1535
PO12,13159,16800,1025,4901,2766
PO13,9071,13903,785,3368,2026
PO14,8525,16716,550,2924,2319
PO15,5803,9893,412,1908,1001
PO16,7431,13608,456,2772,2159
PO17,2143,3488,156,596,444
PO18,3881,7366,287,1409,988
PO19,11357,11130,644,2949,2045
PO2,13902,13551,888,3734,1665
PO20,7963,14801,647,3002,2565
PO21,13181,16983,834,4407,3298
PO22,7187,11977,505,2709,2001
PO3,6025,6924,395,1532,894
PO30,9438,12168,702,3235,1879
PO31,3844,5528,292,1416,896
PO32,2500,3217,166,901,519
PO33,8752,11623,668,3346,2099
PO34,310,1001,24,144,164
PO35,587,1642,42,318,387
PO36,4369,7080,376,1801,1319
PO37,2279,3580,206,990,665
PO38,2750,4958,240,1261,916
PO39,734,1519,64,329,330
PO4,16714,12457,780,3464,1797
PO40,1156,2019,132,464,424
PO41,344,782,14,156,187
PO5,12580,5666,546,2226,991
PO6,12086,15784,771,3374,2233
PO7,11364,18416,811,3646,2621
PO8,8017,15478,522,2736,1976
PO9,14875,17331,972,4334,2667
PR0,170,118,5,25,18
PR1,29943,24252,1318,5119,3226
PR11,52,147,0,21,18
PR2,23238,27647,1353,5715,4109
PR25,10241,13585,674,3092,1993
PR26,4210,5173,290,1276,628
PR3,9610,17877,582,2934,2695
PR4,15415,26950,924,4913,3505
PR5,11094,14615,657,3407,2335
PR6,10198,14664,630,3146,1893
PR7,16437,23283,1125,4996,3027
PR8,16474,21211,991,5465,3758
PR9,11732,15871,726,4153,3228
RG1,26908,15492,825,2840,1246
RG10,4274,9450,272,1353,996
RG11,18526,35261,1065,5054,3744
RG12,24704,31455,1461,6490,3050
RG13,11880,16001,717,3291,2214
RG14,7787,11469,474,2153,1290
RG15,3687,8273,232,1232,937
RG16,4446,8879,293,1296,855
RG17,1779,2907,126,644,430
RG18,204,469,14,57,18
RG19,384,635,28,138,37
RG2,16074,15670,793,2809,1505
RG21,10777,11284,595,2588,1438
RG22,11469,16552,738,3290,1773
RG23,3149,5707,181,859,736
RG24,11536,15303,724,2831,1387
RG25,3615,7204,244,1108,817
RG26,5586,10044,320,1760,1216
RG27,4805,9535,341,1592,937
RG28,1596,3084,91,462,355
RG3,23272,29429,1296,5260,3387
RG30,203,139,9,20,7
RG31,81,200,5,11,16
RG4,10657,17838,555,2659,2058
RG40,648,784,34,112,17
RG41,274,358,16,48,2
RG42,975,1565,48,308,168
RG5,6579,12015,359,1809,1401
RG6,9015,15279,386,1712,1318
RG7,7689,12798,500,2183,1243
RG8,3050,7580,197,1030,860
RG9,5120,9115,326,1721,1274
